visType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,correct,firstX,lastX,x0,x1,x2
brokenbar,trend,3,0.25,-1,0.25,5a61c73a13898300014b14d8,25,,3742,Thu Mar 14 2019 14:34:55 GMT 0000 (WET),-1,3,1,1,0.833333333,1,0.931451341,0.833333333
brokenbar,trend,2,0,-1,0.25,5a61c73a13898300014b14d8,26,,4697,Thu Mar 14 2019 14:35:00 GMT 0000 (WET),-1,2,1,1,0.875,1,0.875,
bar,trend,3,0,1,0.25,5a61c73a13898300014b14d8,27,,6661,Thu Mar 14 2019 14:35:08 GMT 0000 (WET),1,2,1,0.55,0.716666667,0.55,0.649731296,0.716666667
bottomgradbar,trend,3,0.25,-1,0.25,5a61c73a13898300014b14d8,28,,4535,Thu Mar 14 2019 14:35:13 GMT 0000 (WET),-1,3,1,1,0.833333333,1,0.929441676,0.833333333
brokenbar,trend,3,0,-1,0.125,5a61c73a13898300014b14d8,29,,3883,Thu Mar 14 2019 14:35:17 GMT 0000 (WET),-1,2,1,1,0.916666667,1,0.948127047,0.916666667
bar,trend,2,0,1,0.25,5a61c73a13898300014b14d8,30,,2943,Thu Mar 14 2019 14:35:21 GMT 0000 (WET),1,3,1,0.55,0.675,0.55,0.675,
bottomgradbar,trend,3,0.25,-1,0.125,5a61c73a13898300014b14d8,31,,4587,Thu Mar 14 2019 14:35:26 GMT 0000 (WET),-1,2,1,1,0.916666667,1,0.968567361,0.916666667
bottomgradbar,trend,2,0.25,1,0.25,5a61c73a13898300014b14d8,32,,2928,Thu Mar 14 2019 14:35:30 GMT 0000 (WET),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0.25,1,0.125,5a61c73a13898300014b14d8,33,,4923,Thu Mar 14 2019 14:35:36 GMT 0000 (WET),1,3,1,0.55,0.633333333,0.55,0.600857115,0.633333333
brokenbar,trend,3,0,1,0.25,5a61c73a13898300014b14d8,34,,3365,Thu Mar 14 2019 14:35:40 GMT 0000 (WET),1,4,1,0.55,0.716666667,0.55,0.613180202,0.716666667
brokenbar,trend,2,0.5,-1,0.125,5a61c73a13898300014b14d8,35,,4563,Thu Mar 14 2019 14:35:45 GMT 0000 (WET),-1,2,1,1,0.9375,1,0.9375,
bottomgradbar,trend,3,0.5,1,0.25,5a61c73a13898300014b14d8,36,,6947,Thu Mar 14 2019 14:35:53 GMT 0000 (WET),1,4,1,0.55,0.716666667,0.55,0.651762197,0.716666667
bar,trend,2,0.5,-1,0.125,5a61c73a13898300014b14d8,37,,3054,Thu Mar 14 2019 14:35:57 GMT 0000 (WET),-1,2,1,1,0.9375,1,0.9375,
bar,trend,3,0,1,0.125,5a61c73a13898300014b14d8,38,,4075,Thu Mar 14 2019 14:36:01 GMT 0000 (WET),1,2,1,0.55,0.633333333,0.55,0.596016141,0.633333333
bar,trend,3,0.25,1,0.125,5a61c73a13898300014b14d8,39,,3571,Thu Mar 14 2019 14:36:06 GMT 0000 (WET),1,3,1,0.55,0.633333333,0.55,0.595123246,0.633333333
brokenbar,trend,2,0.25,-1,0.25,5a61c73a13898300014b14d8,40,,3894,Thu Mar 14 2019 14:36:10 GMT 0000 (WET),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0.25,-1,0.125,5a61c73a13898300014b14d8,41,,4431,Thu Mar 14 2019 14:36:15 GMT 0000 (WET),-1,1,1,1,0.9375,1,0.9375,
brokenbar,trend,2,0.5,1,0.25,5a61c73a13898300014b14d8,42,,4971,Thu Mar 14 2019 14:36:21 GMT 0000 (WET),1,4,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,-1,0.25,5a61c73a13898300014b14d8,43,,3488,Thu Mar 14 2019 14:36:25 GMT 0000 (WET),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,3,0,1,0.25,5a61c73a13898300014b14d8,44,,2945,Thu Mar 14 2019 14:36:29 GMT 0000 (WET),1,4,1,0.55,0.716666667,0.55,0.623221677,0.716666667
bottomgradbar,trend,3,0,1,0.125,5aa46cdb1ade740001b95d5d,1,1,63256,Thu Mar 14 2019 15:30:52 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.633333333,0.55,0.582414909,0.633333333
bar,trend,3,0.5,-1,0.25,5aa46cdb1ade740001b95d5d,2,1,15040,Thu Mar 14 2019 15:31:11 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,4,1,1,0.833333333,1,0.909408208,0.833333333
brokenbar,trend,3,0,1,0.25,5aa46cdb1ade740001b95d5d,3,1,10624,Thu Mar 14 2019 15:31:23 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.716666667,0.55,0.628194215,0.716666667
bottomgradbar,trend,3,0,1,0.25,5aa46cdb1ade740001b95d5d,4,1,11960,Thu Mar 14 2019 15:31:36 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.716666667,0.55,0.636649321,0.716666667
brokenbar,trend,3,0,-1,0.125,5aa46cdb1ade740001b95d5d,5,1,11224,Thu Mar 14 2019 15:31:49 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.916666667,1,0.951665449,0.916666667
brokenbar,trend,3,0.5,1,0.25,5aa46cdb1ade740001b95d5d,6,1,49984,Thu Mar 14 2019 15:32:40 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.716666667,0.55,0.612892678,0.716666667
brokenbar,trend,3,0.5,1,0.125,5aa46cdb1ade740001b95d5d,7,1,13808,Thu Mar 14 2019 15:32:55 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.633333333,0.55,0.594865234,0.633333333
brokenbar,trend,2,0.5,-1,0.125,5aa46cdb1ade740001b95d5d,8,1,10192,Thu Mar 14 2019 15:33:07 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0,-1,0.125,5aa46cdb1ade740001b95d5d,9,,8096,Thu Mar 14 2019 15:33:16 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.916666667,1,0.955430752,0.916666667
bottomgradbar,trend,2,0.5,-1,0.125,5aa46cdb1ade740001b95d5d,10,,25656,Thu Mar 14 2019 15:33:43 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,4,1,1,0.9375,1,0.9375,
bar,trend,3,0,-1,0.125,5aa46cdb1ade740001b95d5d,11,,6288,Thu Mar 14 2019 15:33:50 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.916666667,1,0.968284394,0.916666667
bottomgradbar,trend,2,0.25,1,0.25,5aa46cdb1ade740001b95d5d,12,,19440,Thu Mar 14 2019 15:34:11 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,5,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,-1,0.125,5aa46cdb1ade740001b95d5d,13,,9688,Thu Mar 14 2019 15:34:22 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,4,1,1,0.9375,1,0.9375,
bar,trend,3,0.5,-1,0.25,5aa46cdb1ade740001b95d5d,14,,14072,Thu Mar 14 2019 15:34:37 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,5,1,1,0.833333333,1,0.923870575,0.833333333
brokenbar,trend,3,0.25,1,0.25,5aa46cdb1ade740001b95d5d,15,,26504,Thu Mar 14 2019 15:35:05 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,5,1,0.55,0.716666667,0.55,0.624534439,0.716666667
bar,trend,3,0.25,1,0.25,5aa46cdb1ade740001b95d5d,16,,10304,Thu Mar 14 2019 15:35:16 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.716666667,0.55,0.64215258,0.716666667
bar,trend,3,0.25,1,0.125,5aa46cdb1ade740001b95d5d,17,,6560,Thu Mar 14 2019 15:35:25 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.633333333,0.55,0.590074819,0.633333333
brokenbar,trend,3,0.5,1,0.25,5aa46cdb1ade740001b95d5d,18,,12863,Thu Mar 14 2019 15:35:38 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.716666667,0.55,0.618004503,0.716666667
bottomgradbar,trend,3,0.5,1,0.25,5aa46cdb1ade740001b95d5d,19,,6256,Thu Mar 14 2019 15:35:46 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.716666667,0.55,0.643829424,0.716666667
bar,trend,2,0,1,0.125,5aa46cdb1ade740001b95d5d,20,,14527,Thu Mar 14 2019 15:36:02 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
bar,trend,2,0,1,0.25,5aa46cdb1ade740001b95d5d,21,,10392,Thu Mar 14 2019 15:36:13 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.5,1,0.125,5aa46cdb1ade740001b95d5d,22,,7440,Thu Mar 14 2019 15:36:21 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,2,0,1,0.125,5aa46cdb1ade740001b95d5d,23,,7280,Thu Mar 14 2019 15:36:30 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.5,-1,0.125,5aa46cdb1ade740001b95d5d,24,,11455,Thu Mar 14 2019 15:36:43 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.916666667,1,0.966812995,0.916666667
brokenbar,trend,2,0.25,-1,0.125,5aa46cdb1ade740001b95d5d,25,,12487,Thu Mar 14 2019 15:36:56 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.9375,1,0.9375,
bar,trend,3,0,1,0.25,5aa46cdb1ade740001b95d5d,26,,10432,Thu Mar 14 2019 15:37:08 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.716666667,0.55,0.623201226,0.716666667
bottomgradbar,trend,3,0,1,0.25,5aa46cdb1ade740001b95d5d,27,,4280,Thu Mar 14 2019 15:37:13 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.716666667,0.55,0.623505078,0.716666667
bar,trend,2,0.25,1,0.25,5aa46cdb1ade740001b95d5d,28,,18673,Thu Mar 14 2019 15:37:32 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0.5,1,0.125,5aa46cdb1ade740001b95d5d,29,,57176,Thu Mar 14 2019 15:38:30 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.25,1,0.25,5aa46cdb1ade740001b95d5d,30,,22152,Thu Mar 14 2019 15:38:53 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.716666667,0.55,0.624969421,0.716666667
bottomgradbar,trend,2,0,-1,0.25,5aa46cdb1ade740001b95d5d,31,,7824,Thu Mar 14 2019 15:39:02 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0.25,1,0.125,5aa46cdb1ade740001b95d5d,32,,11855,Thu Mar 14 2019 15:39:16 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.25,1,0.125,5aa46cdb1ade740001b95d5d,33,,5240,Thu Mar 14 2019 15:39:22 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,2,1,0.55,0.633333333,0.55,0.592808754,0.633333333
bottomgradbar,trend,3,0,1,0.125,5aa46cdb1ade740001b95d5d,34,,4952,Thu Mar 14 2019 15:39:28 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,2,1,0.55,0.633333333,0.55,0.582035289,0.633333333
brokenbar,trend,3,0.25,1,0.125,5aa46cdb1ade740001b95d5d,35,,7240,Thu Mar 14 2019 15:39:37 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.633333333,0.55,0.585259105,0.633333333
brokenbar,trend,2,0,1,0.125,5aa46cdb1ade740001b95d5d,36,,4679,Thu Mar 14 2019 15:39:43 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
bar,trend,2,0.5,1,0.25,5aa46cdb1ade740001b95d5d,37,,8536,Thu Mar 14 2019 15:39:52 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0,1,0.25,5aa46cdb1ade740001b95d5d,38,,3712,Thu Mar 14 2019 15:39:57 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,4,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0.5,-1,0.25,5aa46cdb1ade740001b95d5d,39,,8783,Thu Mar 14 2019 15:40:06 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,4,1,1,0.875,1,0.875,
brokenbar,trend,3,0,-1,0.25,5aa46cdb1ade740001b95d5d,40,,7016,Thu Mar 14 2019 15:40:14 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.833333333,1,0.902042771,0.833333333
brokenbar,trend,2,0.25,-1,0.25,5aa46cdb1ade740001b95d5d,41,,13239,Thu Mar 14 2019 15:40:28 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.875,1,0.875,
brokenbar,trend,3,0.5,-1,0.125,5aa46cdb1ade740001b95d5d,42,,7504,Thu Mar 14 2019 15:40:37 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.916666667,1,0.951579014,0.916666667
bottomgradbar,trend,2,0.5,-1,0.25,5aa46cdb1ade740001b95d5d,43,,12944,Thu Mar 14 2019 15:40:51 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.875,1,0.875,
bar,trend,3,0.5,-1,0.125,5aa46cdb1ade740001b95d5d,44,,5928,Thu Mar 14 2019 15:40:58 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.916666667,1,0.949312707,0.916666667
brokenbar,trend,2,0,1,0.125,5ae96d1878b0060001e69b8a,1,1,23783,Thu Mar 14 2019 14:35:12 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,2,0,-1,0.125,5ae96d1878b0060001e69b8a,2,1,13630,Thu Mar 14 2019 14:35:30 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
bottomgradbar,trend,3,0.5,-1,0.25,5ae96d1878b0060001e69b8a,3,1,16830,Thu Mar 14 2019 14:35:48 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.833333333,1,0.91844189,0.833333333
bar,trend,3,0,-1,0.25,5ae96d1878b0060001e69b8a,4,1,6408,Thu Mar 14 2019 14:35:57 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.833333333,1,0.905896193,0.833333333
bottomgradbar,trend,2,0.5,1,0.125,5ae96d1878b0060001e69b8a,5,1,10475,Thu Mar 14 2019 14:36:09 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.5,-1,0.25,5ae96d1878b0060001e69b8a,6,1,6505,Thu Mar 14 2019 14:36:18 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.906219653,0.833333333
bar,trend,3,0.5,-1,0.125,5ae96d1878b0060001e69b8a,7,1,5702,Thu Mar 14 2019 14:36:25 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.955658858,0.916666667
brokenbar,trend,3,0,1,0.25,5ae96d1878b0060001e69b8a,8,1,14335,Thu Mar 14 2019 14:36:41 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.716666667,0.55,0.618204492,0.716666667
brokenbar,trend,2,0,-1,0.25,5ae96d1878b0060001e69b8a,9,,12033,Thu Mar 14 2019 14:36:55 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0,1,0.25,5ae96d1878b0060001e69b8a,10,,6525,Thu Mar 14 2019 14:37:03 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0.5,-1,0.125,5ae96d1878b0060001e69b8a,11,,6856,Thu Mar 14 2019 14:37:12 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.955743047,0.916666667
bottomgradbar,trend,3,0.25,-1,0.125,5ae96d1878b0060001e69b8a,12,,6104,Thu Mar 14 2019 14:37:19 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.953771029,0.916666667
bottomgradbar,trend,2,0.5,1,0.25,5ae96d1878b0060001e69b8a,13,,6200,Thu Mar 14 2019 14:37:27 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,-1,0.125,5ae96d1878b0060001e69b8a,14,,5611,Thu Mar 14 2019 14:37:34 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0.25,-1,0.25,5ae96d1878b0060001e69b8a,15,,4411,Thu Mar 14 2019 14:37:40 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.833333333,1,0.925853965,0.833333333
bar,trend,3,0.25,1,0.25,5ae96d1878b0060001e69b8a,16,,6613,Thu Mar 14 2019 14:37:48 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.716666667,0.55,0.628698778,0.716666667
bottomgradbar,trend,3,0.5,1,0.125,5ae96d1878b0060001e69b8a,17,,8285,Thu Mar 14 2019 14:37:58 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.588216184,0.633333333
bottomgradbar,trend,3,0.25,1,0.25,5ae96d1878b0060001e69b8a,18,,5924,Thu Mar 14 2019 14:38:06 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.628229268,0.716666667
bar,trend,2,0,1,0.25,5ae96d1878b0060001e69b8a,19,,7670,Thu Mar 14 2019 14:38:15 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
bar,trend,3,0.25,-1,0.125,5ae96d1878b0060001e69b8a,20,,6400,Thu Mar 14 2019 14:38:22 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.951047466,0.916666667
bar,trend,3,0.5,-1,0.25,5ae96d1878b0060001e69b8a,21,,6541,Thu Mar 14 2019 14:38:30 GMT 0000 (Greenwich Mean Time),-1,5,1,1,0.833333333,1,0.925700355,0.833333333
bar,trend,3,0,1,0.125,5ae96d1878b0060001e69b8a,22,,6354,Thu Mar 14 2019 14:38:38 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.633333333,0.55,0.591346502,0.633333333
bar,trend,3,0.5,-1,0.125,5ae96d1878b0060001e69b8a,23,,7173,Thu Mar 14 2019 14:38:47 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.968320998,0.916666667
brokenbar,trend,3,0,-1,0.25,5ae96d1878b0060001e69b8a,24,,6948,Thu Mar 14 2019 14:38:55 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.833333333,1,0.916668265,0.833333333
bar,trend,2,0,-1,0.125,5ae96d1878b0060001e69b8a,25,,4921,Thu Mar 14 2019 14:39:02 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
bar,trend,2,0.5,-1,0.25,5ae96d1878b0060001e69b8a,26,,6331,Thu Mar 14 2019 14:39:10 GMT 0000 (Greenwich Mean Time),-1,5,1,1,0.875,1,0.875,
brokenbar,trend,3,0.25,1,0.125,5ae96d1878b0060001e69b8a,27,,4692,Thu Mar 14 2019 14:39:16 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.633333333,0.55,0.592722555,0.633333333
bar,trend,2,0.5,1,0.125,5ae96d1878b0060001e69b8a,28,,6616,Thu Mar 14 2019 14:39:24 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,2,0.5,1,0.25,5ae96d1878b0060001e69b8a,29,,9509,Thu Mar 14 2019 14:39:35 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,-1,0.25,5ae96d1878b0060001e69b8a,30,,5693,Thu Mar 14 2019 14:39:42 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
brokenbar,trend,3,0,1,0.125,5ae96d1878b0060001e69b8a,31,,6035,Thu Mar 14 2019 14:39:49 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.633333333,0.55,0.586178776,0.633333333
bottomgradbar,trend,2,0.25,1,0.125,5ae96d1878b0060001e69b8a,32,,7677,Thu Mar 14 2019 14:39:59 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,2,0,-1,0.125,5ae96d1878b0060001e69b8a,33,,6844,Thu Mar 14 2019 14:40:07 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
brokenbar,trend,2,0.25,1,0.125,5ae96d1878b0060001e69b8a,34,,6982,Thu Mar 14 2019 14:40:15 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,2,0.5,1,0.125,5ae96d1878b0060001e69b8a,35,,4409,Thu Mar 14 2019 14:40:21 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0,-1,0.25,5ae96d1878b0060001e69b8a,36,,4106,Thu Mar 14 2019 14:40:27 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.901275801,0.833333333
brokenbar,trend,2,0.5,1,0.125,5ae96d1878b0060001e69b8a,37,,8009,Thu Mar 14 2019 14:40:36 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0,-1,0.25,5ae96d1878b0060001e69b8a,38,,5709,Thu Mar 14 2019 14:40:43 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.833333333,1,0.931282348,0.833333333
bottomgradbar,trend,3,0,1,0.125,5ae96d1878b0060001e69b8a,39,,4618,Thu Mar 14 2019 14:40:50 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.633333333,0.55,0.59740194,0.633333333
brokenbar,trend,2,0,-1,0.125,5ae96d1878b0060001e69b8a,40,,3970,Thu Mar 14 2019 14:40:55 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0.5,1,0.25,5ae96d1878b0060001e69b8a,41,,8553,Thu Mar 14 2019 14:41:04 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.651463704,0.716666667
brokenbar,trend,2,0.25,-1,0.25,5ae96d1878b0060001e69b8a,42,,5040,Thu Mar 14 2019 14:41:11 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,3,0.5,-1,0.25,5ae96d1878b0060001e69b8a,43,,4814,Thu Mar 14 2019 14:41:17 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.89959671,0.833333333
bottomgradbar,trend,2,0.25,-1,0.25,5ae96d1878b0060001e69b8a,44,,5813,Thu Mar 14 2019 14:41:25 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
brokenbar,trend,2,0.5,-1,0.25,5b366ffa06f9f90001fb4f41,1,1,25582,Thu Mar 14 2019 15:46:49 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,4,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0.5,-1,0.25,5b366ffa06f9f90001fb4f41,2,1,7440,Thu Mar 14 2019 15:47:00 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0.5,1,0.125,5b366ffa06f9f90001fb4f41,3,1,4943,Thu Mar 14 2019 15:47:08 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0,-1,0.125,5b366ffa06f9f90001fb4f41,4,1,4930,Thu Mar 14 2019 15:47:14 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.916666667,1,0.962240494,0.916666667
bottomgradbar,trend,3,0,-1,0.25,5b366ffa06f9f90001fb4f41,5,1,3922,Thu Mar 14 2019 15:47:19 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.833333333,1,0.907631093,0.833333333
brokenbar,trend,3,0,-1,0.25,5b366ffa06f9f90001fb4f41,6,1,5749,Thu Mar 14 2019 15:47:26 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.833333333,1,0.913262947,0.833333333
bottomgradbar,trend,3,0.5,-1,0.125,5b366ffa06f9f90001fb4f41,7,1,7562,Thu Mar 14 2019 15:47:35 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.916666667,1,0.950790739,0.916666667
brokenbar,trend,2,0,1,0.125,5b366ffa06f9f90001fb4f41,8,1,4834,Thu Mar 14 2019 15:47:40 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,2,0.5,1,0.25,5b366ffa06f9f90001fb4f41,9,,5766,Thu Mar 14 2019 15:47:47 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.675,0.55,0.675,
bottomgradbar,trend,3,0.5,1,0.25,5b366ffa06f9f90001fb4f41,10,,4654,Thu Mar 14 2019 15:47:55 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.716666667,0.55,0.653855635,0.716666667
bottomgradbar,trend,3,0.25,-1,0.125,5b366ffa06f9f90001fb4f41,11,,4382,Thu Mar 14 2019 15:48:00 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.916666667,1,0.957351701,0.916666667
bottomgradbar,trend,3,0.25,-1,0.25,5b366ffa06f9f90001fb4f41,12,,6169,Thu Mar 14 2019 15:48:08 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,3,1,1,0.833333333,1,0.919997373,0.833333333
brokenbar,trend,2,0,1,0.25,5b366ffa06f9f90001fb4f41,13,,4362,Thu Mar 14 2019 15:48:16 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,-1,0.125,5b366ffa06f9f90001fb4f41,14,,3074,Thu Mar 14 2019 15:48:20 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.9375,1,0.9375,
bar,trend,2,0.5,1,0.125,5b366ffa06f9f90001fb4f41,15,,7181,Thu Mar 14 2019 15:48:29 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,2,0.25,-1,0.125,5b366ffa06f9f90001fb4f41,16,,5184,Thu Mar 14 2019 15:48:35 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.9375,1,0.9375,
brokenbar,trend,2,0,-1,0.125,5b366ffa06f9f90001fb4f41,17,,5314,Thu Mar 14 2019 15:49:07 GMT 0100 (czas &#347;rodkowoeuropejski standardowy),-1,2,1,1,0.9375,1,0.9375,
