visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,qFirst,qLast,correct,firstX,lastX,exp,x0,x1,x2
brokenbar,none,trend,2,0,-1,0.125,5d2e3632c3651500159f0aa9,35,,12054,Wed Jul 17 2019 23:56:49 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.25,-1,0.125,5d2e3632c3651500159f0aa9,36,,20444,Wed Jul 17 2019 23:57:11 GMT 0100 (British Summer Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.960183969,0.916666667
bottomgradbar,none,trend,3,0.5,-1,0.25,5d2e3632c3651500159f0aa9,37,,13055,Wed Jul 17 2019 23:57:25 GMT 0100 (British Summer Time),-1,1,1,0.85,1,1,0.833333333,exp3,1,0.899951417,0.833333333
bar,none,trend,2,0.25,1,0.25,5d2e3632c3651500159f0aa9,38,,14168,Wed Jul 17 2019 23:57:41 GMT 0100 (British Summer Time),1,3,0.5,0.75,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0.5,1,0.125,5d2e3632c3651500159f0aa9,39,,11548,Wed Jul 17 2019 23:57:53 GMT 0100 (British Summer Time),1,3,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.594719607,0.633333333
brokenbar,none,trend,2,0,1,0.25,5d2e3632c3651500159f0aa9,40,,15018,Wed Jul 17 2019 23:58:10 GMT 0100 (British Summer Time),1,1,0.5,0.55,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0,1,0.125,5d2e3632c3651500159f0aa9,41,,11966,Wed Jul 17 2019 23:58:23 GMT 0100 (British Summer Time),1,2,0.5,0.55,1,0.55,0.633333333,exp3,0.55,0.588709194,0.633333333
bar,none,trend,3,0.25,-1,0.25,5d2e3632c3651500159f0aa9,42,,10964,Wed Jul 17 2019 23:58:35 GMT 0100 (British Summer Time),-1,2,1,0.75,1,1,0.833333333,exp3,1,0.905760532,0.833333333
bottomgradbar,none,trend,2,0.25,-1,0.125,5d2e3632c3651500159f0aa9,43,,12708,Wed Jul 17 2019 23:58:49 GMT 0100 (British Summer Time),-1,1,1,0.95,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.5,-1,0.25,5d2e3632c3651500159f0aa9,44,,14460,Wed Jul 17 2019 23:59:05 GMT 0100 (British Summer Time),-1,1,1,0.75,1,1,0.833333333,exp3,1,0.928279318,0.833333333
