visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,qFirst,qLast,correct,firstX,lastX,exp,x0,x1,x2
brokenbar,none,trend,3,0.25,1,0.125,5c0a7febe570940001a2cbe2,15,,19879,Thu Jul 18 2019 00:48:47 GMT 0200 (CEST),1,2,0.5,0.65,1,0.55,0.633333333,exp3,0.55,0.600817918,0.633333333
bar,none,trend,3,0.5,-1,0.25,5c0a7febe570940001a2cbe2,16,,19635,Thu Jul 18 2019 00:49:09 GMT 0200 (CEST),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.899138325,0.833333333
brokenbar,none,trend,2,0,1,0.125,5c0a7febe570940001a2cbe2,17,,14344,Thu Jul 18 2019 00:49:25 GMT 0200 (CEST),1,2,0.5,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.5,-1,0.25,5c0a7febe570940001a2cbe2,18,,18716,Thu Jul 18 2019 00:49:45 GMT 0200 (CEST),-1,3,1,0.8,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,-1,0.25,5c0a7febe570940001a2cbe2,19,,39028,Thu Jul 18 2019 00:50:26 GMT 0200 (CEST),-1,4,1,0.85,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0.5,-1,0.25,5c0a7febe570940001a2cbe2,20,,7743,Thu Jul 18 2019 00:50:36 GMT 0200 (CEST),-1,4,1,0.85,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,3,0.5,1,0.125,5c0a7febe570940001a2cbe2,21,,15741,Thu Jul 18 2019 00:50:53 GMT 0200 (CEST),1,3,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.59747895,0.633333333
bottomgradbar,none,trend,3,0,-1,0.25,5c0a7febe570940001a2cbe2,22,,6923,Thu Jul 18 2019 00:51:02 GMT 0200 (CEST),-1,2,1,0.8,1,1,0.833333333,exp3,1,0.92521567,0.833333333
brokenbar,none,trend,3,0,-1,0.25,5c0a7febe570940001a2cbe2,23,,10570,Thu Jul 18 2019 00:51:15 GMT 0200 (CEST),-1,2,1,0.8,1,1,0.833333333,exp3,1,0.922608234,0.833333333
bottomgradbar,none,trend,2,0,1,0.125,5c0a7febe570940001a2cbe2,24,,28800,Thu Jul 18 2019 00:51:48 GMT 0200 (CEST),-1,1,0.5,0.6,0,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0.5,1,0.25,5c0a7febe570940001a2cbe2,25,,30934,Thu Jul 18 2019 00:52:20 GMT 0200 (CEST),1,4,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.627968697,0.716666667
bottomgradbar,none,trend,2,0.25,1,0.125,5c0a7febe570940001a2cbe2,26,,20732,Thu Jul 18 2019 00:52:43 GMT 0200 (CEST),1,2,0.6,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0.25,1,0.25,5c0a7febe570940001a2cbe2,27,,26414,Thu Jul 18 2019 00:53:11 GMT 0200 (CEST),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0.5,1,0.125,5c0a7febe570940001a2cbe2,28,,18896,Thu Jul 18 2019 00:53:31 GMT 0200 (CEST),1,3,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.584392546,0.633333333
bar,none,trend,3,0.25,1,0.125,5c0a7febe570940001a2cbe2,29,,10041,Thu Jul 18 2019 00:53:43 GMT 0200 (CEST),1,2,0.5,0.65,1,0.55,0.633333333,exp3,0.55,0.600182603,0.633333333
bar,none,trend,3,0,1,0.125,5c0a7febe570940001a2cbe2,30,,9082,Thu Jul 18 2019 00:53:54 GMT 0200 (CEST),1,2,0.5,0.65,1,0.55,0.633333333,exp3,0.55,0.589947656,0.633333333
bottomgradbar,none,trend,2,0,-1,0.25,5c0a7febe570940001a2cbe2,31,,20677,Thu Jul 18 2019 00:54:17 GMT 0200 (CEST),-1,3,1,0.8,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0,1,0.25,5c0a7febe570940001a2cbe2,32,,9297,Thu Jul 18 2019 00:54:28 GMT 0200 (CEST),1,2,0.5,0.65,1,0.55,0.716666667,exp3,0.55,0.644870906,0.716666667
bar,none,trend,2,0.25,1,0.125,5c0a7febe570940001a2cbe2,33,,9570,Thu Jul 18 2019 00:54:41 GMT 0200 (CEST),1,2,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.5,1,0.25,5c0a7febe570940001a2cbe2,34,,12888,Thu Jul 18 2019 00:54:55 GMT 0200 (CEST),1,4,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.622274091,0.716666667
bar,none,trend,2,0,-1,0.25,5c0a7febe570940001a2cbe2,35,,11422,Thu Jul 18 2019 00:55:10 GMT 0200 (CEST),-1,2,1,0.8,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.25,1,0.25,5c0a7febe570940001a2cbe2,36,,12427,Thu Jul 18 2019 00:55:24 GMT 0200 (CEST),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.5,-1,0.125,5c0a7febe570940001a2cbe2,37,,15873,Thu Jul 18 2019 00:55:41 GMT 0200 (CEST),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0,1,0.125,5c0a7febe570940001a2cbe2,38,,8160,Thu Jul 18 2019 00:55:51 GMT 0200 (CEST),1,2,0.5,0.65,1,0.55,0.633333333,exp3,0.55,0.590628501,0.633333333
bar,none,trend,2,0.5,1,0.125,5c0a7febe570940001a2cbe2,39,,16391,Thu Jul 18 2019 00:56:11 GMT 0200 (CEST),1,3,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.5,1,0.125,5c0a7febe570940001a2cbe2,40,,15273,Thu Jul 18 2019 00:56:28 GMT 0200 (CEST),1,2,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.595742154,0.633333333
bottomgradbar,none,trend,3,0.25,1,0.125,5c0a7febe570940001a2cbe2,41,,11070,Thu Jul 18 2019 00:56:42 GMT 0200 (CEST),1,1,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.586156327,0.633333333
brokenbar,none,trend,2,0.25,-1,0.125,5c0a7febe570940001a2cbe2,42,,15077,Thu Jul 18 2019 00:56:58 GMT 0200 (CEST),-1,2,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0.25,1,0.25,5c0a7febe570940001a2cbe2,43,,11414,Thu Jul 18 2019 00:57:11 GMT 0200 (CEST),1,3,0.5,0.65,1,0.55,0.716666667,exp3,0.55,0.622597132,0.716666667
bottomgradbar,none,trend,3,0,1,0.125,5c0a7febe570940001a2cbe2,44,,8004,Thu Jul 18 2019 00:57:21 GMT 0200 (CEST),1,2,0.5,0.65,1,0.55,0.633333333,exp3,0.55,0.592713097,0.633333333
brokenbar,none,trend,2,0,1,0.125,5c1436793a9ec70001e3097c,1,1,51512,Wed Jul 17 2019 23:33:06 GMT 0100 (British Summer Time),1,3,0.6,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0,-1,0.25,5c1436793a9ec70001e3097c,2,1,49711,Wed Jul 17 2019 23:33:59 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0,-1,0.125,5c1436793a9ec70001e3097c,3,1,39639,Wed Jul 17 2019 23:36:32 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.916666667,exp3,1,0.964418361,0.916666667
brokenbar,none,trend,3,0.5,1,0.125,5c1436793a9ec70001e3097c,4,1,94321,Wed Jul 17 2019 23:38:08 GMT 0100 (British Summer Time),1,3,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.585083072,0.633333333
bottomgradbar,none,trend,3,0,-1,0.25,5c1436793a9ec70001e3097c,5,1,18585,Wed Jul 17 2019 23:38:30 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.833333333,exp3,1,0.896179644,0.833333333
bar,none,trend,3,0.5,1,0.25,5c1436793a9ec70001e3097c,6,1,41449,Wed Jul 17 2019 23:39:14 GMT 0100 (British Summer Time),1,3,0.55,0.65,1,0.55,0.716666667,exp3,0.55,0.620310597,0.716666667
brokenbar,none,trend,3,0.5,-1,0.25,5c1436793a9ec70001e3097c,7,1,59727,Wed Jul 17 2019 23:40:15 GMT 0100 (British Summer Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.914101467,0.833333333
brokenbar,none,trend,2,0.5,1,0.125,5c1436793a9ec70001e3097c,8,1,17759,Wed Jul 17 2019 23:40:35 GMT 0100 (British Summer Time),1,3,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0.5,1,0.125,5c1436793a9ec70001e3097c,9,,16904,Wed Jul 17 2019 23:40:57 GMT 0100 (British Summer Time),1,3,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.5,1,0.25,5c1436793a9ec70001e3097c,10,,74844,Wed Jul 17 2019 23:42:14 GMT 0100 (British Summer Time),1,3,0.55,0.65,1,0.55,0.716666667,exp3,0.55,0.612562439,0.716666667
brokenbar,none,trend,3,0.25,-1,0.25,5c1436793a9ec70001e3097c,11,,19853,Wed Jul 17 2019 23:42:38 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.833333333,exp3,1,0.909363298,0.833333333
bottomgradbar,none,trend,3,0.5,-1,0.125,5c1436793a9ec70001e3097c,12,,14761,Wed Jul 17 2019 23:42:56 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.916666667,exp3,1,0.959726418,0.916666667
bottomgradbar,none,trend,2,0.25,-1,0.125,5c1436793a9ec70001e3097c,13,,23196,Wed Jul 17 2019 23:43:21 GMT 0100 (British Summer Time),-1,3,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0,1,0.25,5c1436793a9ec70001e3097c,14,,20413,Wed Jul 17 2019 23:43:43 GMT 0100 (British Summer Time),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0,1,0.25,5c1436793a9ec70001e3097c,15,,20046,Wed Jul 17 2019 23:44:07 GMT 0100 (British Summer Time),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0.25,1,0.25,5c1436793a9ec70001e3097c,16,,32374,Wed Jul 17 2019 23:44:42 GMT 0100 (British Summer Time),1,3,0.5,0.6,1,0.55,0.716666667,exp3,0.55,0.614180357,0.716666667
bottomgradbar,none,trend,3,0,-1,0.25,5c1436793a9ec70001e3097c,17,,21716,Wed Jul 17 2019 23:45:06 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.833333333,exp3,1,0.899913241,0.833333333
bottomgradbar,none,trend,2,0,1,0.25,5c1436793a9ec70001e3097c,18,,23929,Wed Jul 17 2019 23:45:37 GMT 0100 (British Summer Time),1,3,0.6,0.7,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,-1,0.25,5c1436793a9ec70001e3097c,19,,43862,Wed Jul 17 2019 23:46:23 GMT 0100 (British Summer Time),-1,3,1,0.85,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0.5,-1,0.125,5c1436793a9ec70001e3097c,20,,20812,Wed Jul 17 2019 23:46:46 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.916666667,exp3,1,0.9547594,0.916666667
bar,none,trend,2,0,-1,0.125,5c1436793a9ec70001e3097c,21,,27469,Wed Jul 17 2019 23:47:15 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0,1,0.125,5c1436793a9ec70001e3097c,22,,15967,Wed Jul 17 2019 23:47:33 GMT 0100 (British Summer Time),1,3,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,2,0,-1,0.125,5c1436793a9ec70001e3097c,23,,16348,Wed Jul 17 2019 23:47:55 GMT 0100 (British Summer Time),-1,3,1,0.95,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0.25,1,0.125,5c1436793a9ec70001e3097c,24,,45455,Wed Jul 17 2019 23:48:42 GMT 0100 (British Summer Time),1,3,0.5,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0.5,1,0.25,5c1436793a9ec70001e3097c,25,,33549,Wed Jul 17 2019 23:49:18 GMT 0100 (British Summer Time),1,3,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,-1,0.125,5c1436793a9ec70001e3097c,26,,46603,Wed Jul 17 2019 23:50:06 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0.5,-1,0.125,5c1436793a9ec70001e3097c,27,,12444,Wed Jul 17 2019 23:50:23 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0,-1,0.125,5c1436793a9ec70001e3097c,28,,24211,Wed Jul 17 2019 23:50:48 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.916666667,exp3,1,0.968389773,0.916666667
bottomgradbar,none,trend,3,0.25,-1,0.125,5c1436793a9ec70001e3097c,29,,30708,Wed Jul 17 2019 23:51:21 GMT 0100 (British Summer Time),-1,4,1,0.85,1,1,0.916666667,exp3,1,0.947967955,0.916666667
brokenbar,none,trend,3,0.25,1,0.125,5c1436793a9ec70001e3097c,30,,22114,Wed Jul 17 2019 23:51:45 GMT 0100 (British Summer Time),1,3,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.587241139,0.633333333
bar,none,trend,3,0,-1,0.25,5c1436793a9ec70001e3097c,31,,21385,Wed Jul 17 2019 23:52:08 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.833333333,exp3,1,0.899640747,0.833333333
bottomgradbar,none,trend,3,0.5,1,0.25,5c1436793a9ec70001e3097c,32,,27223,Wed Jul 17 2019 23:52:38 GMT 0100 (British Summer Time),1,3,0.55,0.65,1,0.55,0.716666667,exp3,0.55,0.612550323,0.716666667
brokenbar,none,trend,2,0.5,-1,0.25,5c1436793a9ec70001e3097c,33,,30589,Wed Jul 17 2019 23:53:11 GMT 0100 (British Summer Time),-1,2,1,0.8,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0.25,-1,0.25,5c1436793a9ec70001e3097c,34,,19390,Wed Jul 17 2019 23:53:36 GMT 0100 (British Summer Time),-1,4,1,0.8,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0.25,-1,0.125,5c1436793a9ec70001e3097c,35,,16877,Wed Jul 17 2019 23:53:56 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.5,-1,0.125,5c1436793a9ec70001e3097c,36,,15548,Wed Jul 17 2019 23:54:13 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.916666667,exp3,1,0.960241782,0.916666667
brokenbar,none,trend,3,0.5,-1,0.25,5c1436793a9ec70001e3097c,37,,18655,Wed Jul 17 2019 23:54:33 GMT 0100 (British Summer Time),-1,4,1,0.8,1,1,0.833333333,exp3,1,0.90553491,0.833333333
bottomgradbar,none,trend,3,0.25,1,0.25,5c1436793a9ec70001e3097c,38,,64736,Wed Jul 17 2019 23:55:40 GMT 0100 (British Summer Time),1,3,0.5,0.55,1,0.55,0.716666667,exp3,0.55,0.625044939,0.716666667
bottomgradbar,none,trend,3,0,1,0.125,5c1436793a9ec70001e3097c,39,,42721,Wed Jul 17 2019 23:56:25 GMT 0100 (British Summer Time),1,1,0.6,0.65,1,0.55,0.633333333,exp3,0.55,0.590377245,0.633333333
bar,none,trend,3,0.25,1,0.125,5c1436793a9ec70001e3097c,40,,14313,Wed Jul 17 2019 23:56:41 GMT 0100 (British Summer Time),1,1,0.5,0.55,1,0.55,0.633333333,exp3,0.55,0.593446505,0.633333333
brokenbar,none,trend,2,0.25,1,0.25,5c1436793a9ec70001e3097c,41,,57812,Wed Jul 17 2019 23:57:40 GMT 0100 (British Summer Time),1,4,0.5,0.65,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0,-1,0.125,5c1436793a9ec70001e3097c,42,,17135,Wed Jul 17 2019 23:57:59 GMT 0100 (British Summer Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.951191258,0.916666667
bottomgradbar,none,trend,2,0.25,-1,0.25,5c1436793a9ec70001e3097c,43,,23436,Wed Jul 17 2019 23:58:24 GMT 0100 (British Summer Time),-1,3,1,0.8,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,3,0,1,0.25,5c1436793a9ec70001e3097c,44,,16026,Wed Jul 17 2019 23:58:42 GMT 0100 (British Summer Time),1,3,0.6,0.7,1,0.55,0.716666667,exp3,0.55,0.627948424,0.716666667
bar,none,trend,3,0,1,0.25,5c29e72b1c93a40001010724,1,1,35218,Wed Jul 17 2019 15:47:37 GMT-0700 (Pacific Daylight Time),1,4,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.628753823,0.716666667
bottomgradbar,none,trend,3,0.5,-1,0.25,5c29e72b1c93a40001010724,2,1,20171,Wed Jul 17 2019 15:48:02 GMT-0700 (Pacific Daylight Time),-1,5,1,0.7,1,1,0.833333333,exp3,1,0.901116322,0.833333333
brokenbar,none,trend,3,0,-1,0.125,5c29e72b1c93a40001010724,3,1,13553,Wed Jul 17 2019 15:48:18 GMT-0700 (Pacific Daylight Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.961444564,0.916666667
bottomgradbar,none,trend,2,0.5,-1,0.125,5c29e72b1c93a40001010724,4,1,15275,Wed Jul 17 2019 15:48:36 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0.5,-1,0.25,5c29e72b1c93a40001010724,5,1,35772,Wed Jul 17 2019 15:49:26 GMT-0700 (Pacific Daylight Time),-1,5,1,0.65,1,1,0.833333333,exp3,1,0.914827988,0.833333333
bottomgradbar,none,trend,2,0.5,1,0.125,5c29e72b1c93a40001010724,6,1,45436,Wed Jul 17 2019 15:50:14 GMT-0700 (Pacific Daylight Time),1,1,0.55,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0,1,0.25,5c29e72b1c93a40001010724,7,1,20898,Wed Jul 17 2019 15:50:38 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.640716632,0.716666667
brokenbar,none,trend,3,0,1,0.125,5c29e72b1c93a40001010724,8,1,12842,Wed Jul 17 2019 15:50:53 GMT-0700 (Pacific Daylight Time),1,1,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.595076395,0.633333333
brokenbar,none,trend,3,0.25,1,0.25,5c29e72b1c93a40001010724,9,,31964,Wed Jul 17 2019 15:51:27 GMT-0700 (Pacific Daylight Time),1,2,0.5,0.65,1,0.55,0.716666667,exp3,0.55,0.649586384,0.716666667
bottomgradbar,none,trend,2,0.25,1,0.125,5c29e72b1c93a40001010724,10,,24420,Wed Jul 17 2019 15:51:59 GMT-0700 (Pacific Daylight Time),1,1,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.25,1,0.25,5c29e72b1c93a40001010724,11,,53145,Wed Jul 17 2019 15:52:55 GMT-0700 (Pacific Daylight Time),1,1,0.45,0.55,1,0.55,0.716666667,exp3,0.55,0.63524107,0.716666667
bottomgradbar,none,trend,3,0.25,-1,0.25,5c29e72b1c93a40001010724,12,,18891,Wed Jul 17 2019 15:53:16 GMT-0700 (Pacific Daylight Time),-1,2,1,0.85,1,1,0.833333333,exp3,1,0.934334613,0.833333333
brokenbar,none,trend,3,0,-1,0.25,5c29e72b1c93a40001010724,13,,20759,Wed Jul 17 2019 15:53:39 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.915555829,0.833333333
bottomgradbar,none,trend,3,0,1,0.25,5c29e72b1c93a40001010724,14,,15945,Wed Jul 17 2019 15:54:07 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.640142499,0.716666667
bottomgradbar,none,trend,2,0.25,1,0.25,5c29e72b1c93a40001010724,15,,33055,Wed Jul 17 2019 15:54:44 GMT-0700 (Pacific Daylight Time),1,2,0.4,0.5,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.25,-1,0.25,5c29e72b1c93a40001010724,16,,19302,Wed Jul 17 2019 15:55:05 GMT-0700 (Pacific Daylight Time),-1,4,1,0.8,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,1,0.125,5c29e72b1c93a40001010724,17,,49554,Wed Jul 17 2019 15:55:57 GMT-0700 (Pacific Daylight Time),1,2,0.55,0.63,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0.5,1,0.125,5c29e72b1c93a40001010724,18,,18928,Wed Jul 17 2019 15:56:19 GMT-0700 (Pacific Daylight Time),1,1,0.55,0.65,1,0.55,0.633333333,exp3,0.55,0.586161075,0.633333333
bar,none,trend,3,0,1,0.25,5c29e72b1c93a40001010724,19,,35162,Wed Jul 17 2019 15:56:56 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.617679202,0.716666667
brokenbar,none,trend,2,0,1,0.125,5c29e72b1c93a40001010724,20,,15191,Wed Jul 17 2019 15:57:13 GMT-0700 (Pacific Daylight Time),1,1,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0,1,0.125,5c29e72b1c93a40001010724,21,,19093,Wed Jul 17 2019 15:57:36 GMT-0700 (Pacific Daylight Time),1,1,0.5,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0,-1,0.25,5c29e72b1c93a40001010724,22,,12602,Wed Jul 17 2019 15:57:50 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0,1,0.25,5c29e72b1c93a40001010724,23,,12693,Wed Jul 17 2019 15:58:05 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0.5,1,0.125,5c29e72b1c93a40001010724,24,,25123,Wed Jul 17 2019 15:58:33 GMT-0700 (Pacific Daylight Time),1,1,0.53,0.6,1,0.55,0.633333333,exp3,0.55,0.583916625,0.633333333
bar,none,trend,2,0.25,-1,0.125,5c29e72b1c93a40001010724,25,,11971,Wed Jul 17 2019 15:58:48 GMT-0700 (Pacific Daylight Time),-1,2,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0,-1,0.125,5c29e72b1c93a40001010724,26,,10669,Wed Jul 17 2019 15:59:00 GMT-0700 (Pacific Daylight Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.948905381,0.916666667
bar,none,trend,2,0.5,1,0.125,5c29e72b1c93a40001010724,27,,25359,Wed Jul 17 2019 15:59:27 GMT-0700 (Pacific Daylight Time),1,1,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.5,-1,0.25,5c29e72b1c93a40001010724,28,,16168,Wed Jul 17 2019 15:59:46 GMT-0700 (Pacific Daylight Time),-1,5,1,0.7,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0,1,0.25,5c29e72b1c93a40001010724,29,,14607,Wed Jul 17 2019 16:00:03 GMT-0700 (Pacific Daylight Time),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0,1,0.125,5c29e72b1c93a40001010724,30,,31433,Wed Jul 17 2019 16:00:36 GMT-0700 (Pacific Daylight Time),1,1,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.594055541,0.633333333
brokenbar,none,trend,2,0.25,1,0.125,5c29e72b1c93a40001010724,31,,14364,Wed Jul 17 2019 16:00:57 GMT-0700 (Pacific Daylight Time),1,3,0.4,0.5,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.5,1,0.25,5c29e72b1c93a40001010724,32,,23500,Wed Jul 17 2019 16:01:22 GMT-0700 (Pacific Daylight Time),1,4,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.617383877,0.716666667
bottomgradbar,none,trend,2,0.5,1,0.125,5c29e72b1c93a40001010724,33,,14522,Wed Jul 17 2019 16:01:41 GMT-0700 (Pacific Daylight Time),1,1,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.5,-1,0.125,5c29e72b1c93a40001010724,34,,19473,Wed Jul 17 2019 16:02:03 GMT-0700 (Pacific Daylight Time),-1,3,1,0.8,1,1,0.916666667,exp3,1,0.966363863,0.916666667
bar,none,trend,3,0.5,1,0.25,5c29e72b1c93a40001010724,35,,16298,Wed Jul 17 2019 16:02:23 GMT-0700 (Pacific Daylight Time),1,4,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.643847499,0.716666667
bottomgradbar,none,trend,2,0,-1,0.125,5c29e72b1c93a40001010724,36,,12907,Wed Jul 17 2019 16:02:38 GMT-0700 (Pacific Daylight Time),-1,1,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0.25,-1,0.25,5c29e72b1c93a40001010724,37,,15239,Wed Jul 17 2019 16:02:55 GMT-0700 (Pacific Daylight Time),-1,4,1,0.75,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,1,0.25,5c29e72b1c93a40001010724,38,,17221,Wed Jul 17 2019 16:03:14 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.7,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0.25,-1,0.125,5c29e72b1c93a40001010724,39,,23874,Wed Jul 17 2019 16:03:39 GMT-0700 (Pacific Daylight Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.95087695,0.916666667
bar,none,trend,3,0,-1,0.125,5c29e72b1c93a40001010724,40,,15956,Wed Jul 17 2019 16:03:59 GMT-0700 (Pacific Daylight Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.95469428,0.916666667
bottomgradbar,none,trend,3,0.25,1,0.125,5c29e72b1c93a40001010724,41,,18668,Wed Jul 17 2019 16:04:19 GMT-0700 (Pacific Daylight Time),1,1,0.4,0.5,1,0.55,0.633333333,exp3,0.55,0.590284503,0.633333333
bottomgradbar,none,trend,2,0.5,1,0.25,5c29e72b1c93a40001010724,42,,13657,Wed Jul 17 2019 16:04:34 GMT-0700 (Pacific Daylight Time),1,3,0.55,0.7,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0.25,1,0.125,5c29e72b1c93a40001010724,43,,12608,Wed Jul 17 2019 16:04:48 GMT-0700 (Pacific Daylight Time),1,1,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.600875847,0.633333333
brokenbar,none,trend,3,0.5,-1,0.25,5c29e72b1c93a40001010724,44,,26650,Wed Jul 17 2019 16:05:16 GMT-0700 (Pacific Daylight Time),-1,2,1,0.8,1,1,0.833333333,exp3,1,0.914974356,0.833333333
bottomgradbar,none,trend,2,0,-1,0.25,5c3314c6f28f2600010e4e83,1,1,23414,Wed Jul 17 2019 17:24:16 GMT-0500 (Central Daylight Time),-1,3,1,0.9,1,1,0.875,exp3,1,0.875,
