visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,correct,firstX,lastX,x0,x1,x2
line,none,trend,3,0.25,1,0.25,5c5b31c415f6c30001de2df5,39,,121178,Thu Feb 28 2019 18:39:33 GMT 0000 (Western European Standard Time),1,3,1,0.55,0.716666667,0.55,0.631776623,0.716666667
bar,none,trend,2,0.25,-1,0.125,5c5b31c415f6c30001de2df5,40,,5312,Thu Feb 28 2019 18:39:39 GMT 0000 (Western European Standard Time),-1,1,1,1,0.9375,1,0.9375,
line,none,trend,2,0.25,1,0.125,5c5b31c415f6c30001de2df5,41,,17416,Thu Feb 28 2019 18:39:58 GMT 0000 (Western European Standard Time),1,1,1,0.55,0.6125,0.55,0.6125,
bar,none,values,2,0.5,1,0.25,5c5b31c415f6c30001de2df5,42,,8608,Thu Feb 28 2019 18:40:07 GMT 0000 (Western European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
line,none,trend,2,0.5,1,0.25,5c5b31c415f6c30001de2df5,43,,7016,Thu Feb 28 2019 18:40:15 GMT 0000 (Western European Standard Time),1,3,1,0.55,0.675,0.55,0.675,
line,none,values,2,0.5,-1,0.125,5c5b31c415f6c30001de2df5,44,,11376,Thu Feb 28 2019 18:40:28 GMT 0000 (Western European Standard Time),1,2,0,1,0.9375,1,0.9375,
line,none,values,3,0.25,1,0.25,5c5b31c415f6c30001de2df5,45,,7983,Thu Feb 28 2019 18:40:37 GMT 0000 (Western European Standard Time),1,3,1,0.55,0.716666667,0.55,0.618303492,0.716666667
line,none,trend,3,0.5,1,0.125,5c5b31c415f6c30001de2df5,46,,6088,Thu Feb 28 2019 18:40:45 GMT 0000 (Western European Standard Time),1,2,1,0.55,0.633333333,0.55,0.593827351,0.633333333
line,none,trend,3,0,-1,0.25,5c5b31c415f6c30001de2df5,47,,7104,Thu Feb 28 2019 18:40:53 GMT 0000 (Western European Standard Time),-1,3,1,1,0.833333333,1,0.905105969,0.833333333
bar,none,values,2,0,-1,0.125,5c5b31c415f6c30001de2df5,48,,5040,Thu Feb 28 2019 18:40:59 GMT 0000 (Western European Standard Time),1,2,0,1,0.9375,1,0.9375,
bar,none,values,3,0,-1,0.125,5c5b31c415f6c30001de2df5,49,,9768,Thu Feb 28 2019 18:41:09 GMT 0000 (Western European Standard Time),1,2,0,1,0.916666667,1,0.949735434,0.916666667
bar,none,values,3,0,1,0.25,5c5b31c415f6c30001de2df5,50,,8784,Thu Feb 28 2019 18:41:19 GMT 0000 (Western European Standard Time),1,4,1,0.55,0.716666667,0.55,0.644552903,0.716666667
line,none,values,2,0.25,-1,0.25,5c5b31c415f6c30001de2df5,51,,9824,Thu Feb 28 2019 18:41:30 GMT 0000 (Western European Standard Time),1,3,0,1,0.875,1,0.875,
line,none,trend,2,0.5,-1,0.125,5c5b31c415f6c30001de2df5,52,,6392,Thu Feb 28 2019 18:41:37 GMT 0000 (Western European Standard Time),-1,1,1,1,0.9375,1,0.9375,
bar,none,trend,2,0,-1,0.125,5c5b31c415f6c30001de2df5,53,,7888,Thu Feb 28 2019 18:41:45 GMT 0000 (Western European Standard Time),-1,1,1,1,0.9375,1,0.9375,
line,none,values,2,0.5,1,0.25,5c5b31c415f6c30001de2df5,54,,11600,Thu Feb 28 2019 18:41:58 GMT 0000 (Western European Standard Time),1,5,1,0.55,0.675,0.55,0.675,
bar,none,values,2,0.25,1,0.125,5c5b31c415f6c30001de2df5,55,,6816,Thu Feb 28 2019 18:42:06 GMT 0000 (Western European Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,values,3,0.5,-1,0.25,5c5b31c415f6c30001de2df5,56,,8216,Thu Feb 28 2019 18:42:15 GMT 0000 (Western European Standard Time),-1,5,1,1,0.833333333,1,0.916802849,0.833333333
line,none,values,3,0.5,-1,0.125,5c60a525b726cb00018682f0,1,1,16348,Thu Feb 28 2019 18:30:48 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.916666667,1,0.966315718,0.916666667
bar,none,trend,2,0.5,1,0.25,5c60a525b726cb00018682f0,2,1,16905,Thu Feb 28 2019 18:31:09 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
line,none,trend,2,0,-1,0.125,5c60a525b726cb00018682f0,3,1,15300,Thu Feb 28 2019 18:31:27 GMT 0000 (Greenwich Mean Time),1,1,0,1,0.9375,1,0.9375,
bar,none,trend,3,0.5,-1,0.25,5c60a525b726cb00018682f0,4,1,15919,Thu Feb 28 2019 18:31:46 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.932632599,0.833333333
bar,none,values,2,0,1,0.25,5c60a525b726cb00018682f0,5,1,13429,Thu Feb 28 2019 18:32:02 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0.5,1,0.125,5c60a525b726cb00018682f0,6,1,16256,Thu Feb 28 2019 18:32:22 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.633333333,0.55,0.585353253,0.633333333
line,none,trend,3,0,1,0.125,5c60a525b726cb00018682f0,7,1,12778,Thu Feb 28 2019 18:32:38 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.59638706,0.633333333
bar,none,values,2,0,1,0.25,5c60a525b726cb00018682f0,8,1,8196,Thu Feb 28 2019 18:32:49 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
line,none,trend,3,0,1,0.25,5c60a525b726cb00018682f0,9,,11856,Thu Feb 28 2019 18:33:04 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.621411519,0.716666667
bar,none,trend,2,0.25,-1,0.25,5c60a525b726cb00018682f0,10,,9531,Thu Feb 28 2019 18:33:15 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.875,1,0.875,
bar,none,values,2,0.5,-1,0.125,5c60a525b726cb00018682f0,11,,10585,Thu Feb 28 2019 18:33:28 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
line,none,trend,2,0,1,0.125,5c60a525b726cb00018682f0,12,,10644,Thu Feb 28 2019 18:33:42 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.6125,0.55,0.6125,
line,none,trend,3,0.5,-1,0.125,5c60a525b726cb00018682f0,13,,6347,Thu Feb 28 2019 18:33:51 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.961492194,0.916666667
bar,none,trend,2,0.25,1,0.125,5c60a525b726cb00018682f0,14,,10833,Thu Feb 28 2019 18:34:04 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,2,0.5,1,0.25,5c60a525b726cb00018682f0,15,,14973,Thu Feb 28 2019 18:34:21 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
line,none,values,2,0,1,0.125,5c60a525b726cb00018682f0,16,,7513,Thu Feb 28 2019 18:34:34 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.6125,0.55,0.6125,
line,none,values,2,0,-1,0.25,5c60a525b726cb00018682f0,17,,10222,Thu Feb 28 2019 18:34:48 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.875,1,0.875,
line,none,values,3,0,-1,0.125,5c60a525b726cb00018682f0,18,,13468,Thu Feb 28 2019 18:35:03 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.959319173,0.916666667
bar,none,values,2,0.25,1,0.25,5c60a525b726cb00018682f0,19,,35755,Thu Feb 28 2019 18:35:47 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
line,none,values,2,0.5,1,0.125,5c60a525b726cb00018682f0,20,,12684,Thu Feb 28 2019 18:36:01 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.6125,0.55,0.6125,
line,none,values,3,0.25,1,0.25,5c60a525b726cb00018682f0,21,,12469,Thu Feb 28 2019 18:36:17 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.622829452,0.716666667
line,none,trend,2,0.25,1,0.125,5c60a525b726cb00018682f0,22,,8013,Thu Feb 28 2019 18:36:29 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.6125,0.55,0.6125,
bar,none,values,3,0.25,1,0.25,5c60a525b726cb00018682f0,23,,17647,Thu Feb 28 2019 18:36:48 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.613027329,0.716666667
bar,none,trend,3,0.5,1,0.25,5c60a525b726cb00018682f0,24,,21007,Thu Feb 28 2019 18:37:16 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.645656342,0.716666667
bar,none,trend,2,0,1,0.25,5c60a525b726cb00018682f0,25,,16543,Thu Feb 28 2019 18:37:36 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0.5,1,0.25,5c60a525b726cb00018682f0,26,,16414,Thu Feb 28 2019 18:37:55 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.649155577,0.716666667
bar,none,values,3,0.25,-1,0.125,5c60a525b726cb00018682f0,27,,15508,Thu Feb 28 2019 18:38:12 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.949903947,0.916666667
line,none,trend,2,0,1,0.25,5c60a525b726cb00018682f0,28,,8708,Thu Feb 28 2019 18:38:24 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0.5,-1,0.125,5c60a525b726cb00018682f0,29,,17373,Thu Feb 28 2019 18:38:44 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.963241578,0.916666667
line,none,trend,3,0.25,1,0.25,5c60a525b726cb00018682f0,30,,9111,Thu Feb 28 2019 18:38:55 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.62196622,0.716666667
line,none,trend,2,0.5,-1,0.25,5c60a525b726cb00018682f0,31,,13728,Thu Feb 28 2019 18:39:11 GMT 0000 (Greenwich Mean Time),-1,5,1,1,0.875,1,0.875,
line,none,values,3,0,1,0.25,5c60a525b726cb00018682f0,32,,8237,Thu Feb 28 2019 18:39:21 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.631726698,0.716666667
line,none,trend,3,0.5,1,0.25,5c60a525b726cb00018682f0,33,,12769,Thu Feb 28 2019 18:39:36 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.621916474,0.716666667
line,none,values,3,0.5,1,0.25,5c60a525b726cb00018682f0,34,,9797,Thu Feb 28 2019 18:39:49 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.637241116,0.716666667
bar,none,values,2,0.5,1,0.25,5c60a525b726cb00018682f0,35,,25950,Thu Feb 28 2019 18:40:17 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0,1,0.125,5c60a525b726cb00018682f0,36,,23567,Thu Feb 28 2019 18:40:46 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.587922662,0.633333333
bar,none,trend,2,0,1,0.125,5c60a525b726cb00018682f0,37,,12679,Thu Feb 28 2019 18:41:00 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,none,values,2,0.25,1,0.125,5c60a525b726cb00018682f0,38,,13535,Thu Feb 28 2019 18:41:16 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0,1,0.25,5c60a525b726cb00018682f0,39,,13233,Thu Feb 28 2019 18:41:32 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.716666667,0.55,0.631594453,0.716666667
bar,none,trend,2,0.5,1,0.125,5c60a525b726cb00018682f0,40,,20042,Thu Feb 28 2019 18:41:55 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.6125,0.55,0.6125,
line,none,values,2,0.25,1,0.125,5c60a525b726cb00018682f0,41,,10120,Thu Feb 28 2019 18:42:07 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0.25,-1,0.25,5c60a525b726cb00018682f0,42,,11119,Thu Feb 28 2019 18:42:20 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.833333333,1,0.902023358,0.833333333
line,none,trend,2,0.5,1,0.125,5c60a525b726cb00018682f0,43,,17096,Thu Feb 28 2019 18:42:39 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
line,none,values,3,0.25,1,0.125,5c60a525b726cb00018682f0,44,,16156,Thu Feb 28 2019 18:42:58 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.58411604,0.633333333
bar,none,values,2,0,1,0.25,5c60a525b726cb00018682f0,45,,8133,Thu Feb 28 2019 18:43:08 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0.25,-1,0.125,5c60a525b726cb00018682f0,46,,40556,Thu Feb 28 2019 18:43:51 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.951983627,0.916666667
line,none,values,2,0.5,-1,0.25,5c60a525b726cb00018682f0,47,,17073,Thu Feb 28 2019 18:44:12 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.875,1,0.875,
line,none,trend,3,0.25,-1,0.125,5c60a525b726cb00018682f0,48,,7014,Thu Feb 28 2019 18:44:21 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.967042096,0.916666667
line,none,values,3,0.5,-1,0.125,5c60a525b726cb00018682f0,49,,11247,Thu Feb 28 2019 18:44:34 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.955894043,0.916666667
bar,none,values,3,0,1,0.25,5c60a525b726cb00018682f0,50,,12412,Thu Feb 28 2019 18:44:48 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.630213334,0.716666667
line,none,trend,3,0,-1,0.125,5c60a525b726cb00018682f0,51,,6941,Thu Feb 28 2019 18:44:57 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.961800955,0.916666667
bar,none,trend,3,0.5,1,0.125,5c60a525b726cb00018682f0,52,,15962,Thu Feb 28 2019 18:45:17 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.633333333,0.55,0.592454314,0.633333333
bar,none,trend,3,0,-1,0.125,5c60a525b726cb00018682f0,53,,8009,Thu Feb 28 2019 18:45:27 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.954825918,0.916666667
bar,none,values,2,0,1,0.125,5c60a525b726cb00018682f0,54,,6994,Thu Feb 28 2019 18:45:36 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
line,none,values,2,0.25,-1,0.25,5c60a525b726cb00018682f0,55,,8895,Thu Feb 28 2019 18:45:47 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
line,none,trend,2,0.25,-1,0.25,5c60a525b726cb00018682f0,56,,10468,Thu Feb 28 2019 18:46:00 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
bar,none,values,2,0,-1,0.25,5c617b872026f300018082d1,1,1,27583,Thu Feb 28 2019 18:18:58 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
bar,none,values,2,0.5,1,0.125,5c617b872026f300018082d1,2,1,12095,Thu Feb 28 2019 18:19:14 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0.5,-1,0.25,5c617b872026f300018082d1,3,1,15214,Thu Feb 28 2019 18:19:32 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.904053181,0.833333333
line,none,values,3,0,-1,0.125,5c617b872026f300018082d1,4,1,37939,Thu Feb 28 2019 18:20:13 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.916666667,1,0.949426854,0.916666667
bar,none,trend,3,0,-1,0.25,5c617b872026f300018082d1,5,1,18050,Thu Feb 28 2019 18:20:36 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.898635047,0.833333333
bar,none,values,3,0.5,-1,0.125,5c617b872026f300018082d1,6,1,17868,Thu Feb 28 2019 18:20:56 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.95001097,0.916666667
line,none,trend,2,0.5,-1,0.25,5c617b872026f300018082d1,7,1,13528,Thu Feb 28 2019 18:21:12 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.875,1,0.875,
bar,none,trend,2,0,1,0.125,5c617b872026f300018082d1,8,1,11318,Thu Feb 28 2019 18:21:25 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,values,2,0.25,1,0.125,5c617b872026f300018082d1,9,,9277,Thu Feb 28 2019 18:21:36 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,trend,2,0.5,-1,0.125,5c617b872026f300018082d1,10,,8960,Thu Feb 28 2019 18:21:47 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.9375,1,0.9375,
line,none,trend,3,0.5,1,0.125,5c617b872026f300018082d1,11,,11224,Thu Feb 28 2019 18:21:59 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.633333333,0.55,0.582174683,0.633333333
line,none,values,2,0.25,1,0.25,5c617b872026f300018082d1,12,,9913,Thu Feb 28 2019 18:22:29 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.675,0.55,0.675,
line,none,values,2,0.5,1,0.25,5c617b872026f300018082d1,13,,8781,Thu Feb 28 2019 18:22:40 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
line,none,values,3,0.25,-1,0.25,5c617b872026f300018082d1,14,,17851,Thu Feb 28 2019 18:22:59 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.833333333,1,0.913276839,0.833333333
bar,none,values,3,0.5,1,0.125,5c617b872026f300018082d1,15,,14775,Thu Feb 28 2019 18:23:15 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.633333333,0.55,0.582231875,0.633333333
line,none,values,3,0.5,-1,0.125,5c617b872026f300018082d1,16,,17666,Thu Feb 28 2019 18:23:34 GMT 0000 (Greenwich Mean Time),-1,5,1,1,0.916666667,1,0.960448265,0.916666667
line,none,values,3,0.5,1,0.25,5c617b872026f300018082d1,17,,88515,Thu Feb 28 2019 18:25:06 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.716666667,0.55,0.634977364,0.716666667
bar,none,values,2,0.25,1,0.25,5c617b872026f300018082d1,18,,6119,Thu Feb 28 2019 18:25:14 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0.5,1,0.125,5c617b872026f300018082d1,19,,9875,Thu Feb 28 2019 18:25:25 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.633333333,0.55,0.601437038,0.633333333
line,none,values,2,0,1,0.25,5c617b872026f300018082d1,20,,5975,Thu Feb 28 2019 18:25:32 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,trend,2,0.5,-1,0.125,5c617b872026f300018082d1,21,,4578,Thu Feb 28 2019 18:25:38 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.9375,1,0.9375,
line,none,trend,3,0.25,1,0.25,5c617b872026f300018082d1,22,,5974,Thu Feb 28 2019 18:25:45 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.716666667,0.55,0.651918502,0.716666667
line,none,values,3,0,1,0.125,5c617b872026f300018082d1,23,,6445,Thu Feb 28 2019 18:25:53 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.59804877,0.633333333
bar,none,trend,2,0,1,0.25,5c617b872026f300018082d1,24,,5344,Thu Feb 28 2019 18:25:59 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0.25,1,0.25,5c617b872026f300018082d1,25,,8653,Thu Feb 28 2019 18:26:09 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.649785809,0.716666667
line,none,trend,2,0.5,1,0.25,5c617b872026f300018082d1,26,,6726,Thu Feb 28 2019 18:26:16 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.675,0.55,0.675,
bar,none,values,2,0,-1,0.125,5c617b872026f300018082d1,27,,6995,Thu Feb 28 2019 18:26:24 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.9375,1,0.9375,
line,none,values,2,0,-1,0.125,5c617b872026f300018082d1,28,,5715,Thu Feb 28 2019 18:26:31 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.9375,1,0.9375,
line,none,values,2,0.25,-1,0.125,5c617b872026f300018082d1,29,,4933,Thu Feb 28 2019 18:26:37 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.9375,1,0.9375,
bar,none,values,2,0,-1,0.25,5c617b872026f300018082d1,30,,7007,Thu Feb 28 2019 18:26:45 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
bar,none,values,3,0.25,-1,0.125,5c617b872026f300018082d1,31,,6030,Thu Feb 28 2019 18:26:52 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.916666667,1,0.961084652,0.916666667
line,none,trend,2,0.25,1,0.25,5c617b872026f300018082d1,32,,9841,Thu Feb 28 2019 18:27:03 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.675,0.55,0.675,
line,none,values,3,0.25,1,0.125,5c617b872026f300018082d1,33,,8468,Thu Feb 28 2019 18:27:12 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.633333333,0.55,0.583030993,0.633333333
bar,none,trend,3,0.25,-1,0.125,5c617b872026f300018082d1,34,,8361,Thu Feb 28 2019 18:27:21 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.916666667,1,0.950947842,0.916666667
line,none,trend,2,0,1,0.125,5c617b872026f300018082d1,35,,4644,Thu Feb 28 2019 18:27:27 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,trend,3,0,1,0.25,5c617b872026f300018082d1,36,,3776,Thu Feb 28 2019 18:27:32 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.650396153,0.716666667
bar,none,values,2,0.5,-1,0.25,5c617b872026f300018082d1,37,,4349,Thu Feb 28 2019 18:27:37 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.875,1,0.875,
line,none,trend,3,0.25,-1,0.125,5c617b872026f300018082d1,38,,8590,Thu Feb 28 2019 18:27:47 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.916666667,1,0.960038072,0.916666667
bar,none,trend,2,0.25,1,0.25,5c617b872026f300018082d1,39,,4474,Thu Feb 28 2019 18:27:53 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,values,2,0.5,-1,0.125,5c617b872026f300018082d1,40,,18434,Thu Feb 28 2019 18:28:13 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.9375,1,0.9375,
line,none,trend,3,0.5,-1,0.25,5c617b872026f300018082d1,41,,5475,Thu Feb 28 2019 18:28:19 GMT 0000 (Greenwich Mean Time),-1,5,1,1,0.833333333,1,0.909912444,0.833333333
line,none,trend,2,0,-1,0.25,5c617b872026f300018082d1,42,,3909,Thu Feb 28 2019 18:28:24 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.875,1,0.875,
line,none,trend,2,0.25,1,0.125,5c617b872026f300018082d1,43,,4397,Thu Feb 28 2019 18:28:30 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,2,0,-1,0.125,5c617b872026f300018082d1,44,,4000,Thu Feb 28 2019 18:28:35 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
line,none,values,3,0,1,0.25,5c617b872026f300018082d1,45,,7152,Thu Feb 28 2019 18:28:43 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.716666667,0.55,0.640687814,0.716666667
line,none,values,2,0.5,1,0.125,5c617b872026f300018082d1,46,,5865,Thu Feb 28 2019 18:28:49 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.6125,0.55,0.6125,
bar,none,values,3,0,-1,0.25,5c617b872026f300018082d1,47,,5770,Thu Feb 28 2019 18:28:57 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.907280505,0.833333333
bar,none,trend,3,0,1,0.25,5c617b872026f300018082d1,48,,5475,Thu Feb 28 2019 18:29:03 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.623028239,0.716666667
bar,none,values,3,0.5,1,0.25,5c617b872026f300018082d1,49,,5138,Thu Feb 28 2019 18:29:09 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.716666667,0.55,0.617077306,0.716666667
line,none,trend,3,0,1,0.125,5c617b872026f300018082d1,50,,7166,Thu Feb 28 2019 18:29:17 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.633333333,0.55,0.583301618,0.633333333
bar,none,trend,3,0.5,1,0.25,5c617b872026f300018082d1,51,,5973,Thu Feb 28 2019 18:29:24 GMT 0000 (Greenwich Mean Time),1,5,1,0.55,0.716666667,0.55,0.639023164,0.716666667
bar,none,trend,2,0.25,-1,0.125,5c617b872026f300018082d1,52,,4106,Thu Feb 28 2019 18:29:29 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.9375,1,0.9375,
bar,none,values,3,0.25,1,0.25,5c617b872026f300018082d1,53,,3610,Thu Feb 28 2019 18:29:34 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.622820192,0.716666667
bar,none,values,3,0,-1,0.125,5c617b872026f300018082d1,54,,5022,Thu Feb 28 2019 18:29:40 GMT 0000 (Greenwich Mean Time),1,2,0,1,0.916666667,1,0.94969931,0.916666667
bar,none,trend,3,0,-1,0.125,5c617b872026f300018082d1,55,,4698,Thu Feb 28 2019 18:29:46 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.947952928,0.916666667
bar,none,trend,2,0.5,1,0.25,5c617b872026f300018082d1,56,,3975,Thu Feb 28 2019 18:29:51 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
line,none,trend,3,0,-1,0.25,5c6733a1d9c5be0001743331,1,1,10721,Thu Feb 28 2019 18:21:48 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.925777285,0.833333333
line,none,trend,3,0.5,-1,0.25,5c6733a1d9c5be0001743331,2,1,9189,Thu Feb 28 2019 18:21:59 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.833333333,1,0.93031293,0.833333333
bar,none,values,3,0.5,-1,0.125,5c6733a1d9c5be0001743331,3,1,15160,Thu Feb 28 2019 18:22:15 GMT 0000 (Greenwich Mean Time),1,3,0,1,0.916666667,1,0.957977822,0.916666667
bar,none,trend,3,0,-1,0.125,5c6733a1d9c5be0001743331,4,1,9239,Thu Feb 28 2019 18:22:26 GMT 0000 (Greenwich Mean Time),1,3,0,1,0.916666667,1,0.96512094,0.916666667
line,none,trend,2,0.5,1,0.25,5c6733a1d9c5be0001743331,5,1,8473,Thu Feb 28 2019 18:22:35 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
