visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,correct,firstX,lastX,x0,x1,x2
bar,none,values,3,0.5,-1,0.125,5a9743c835237b00011276d7,27,,8242,Thu Feb 28 2019 12:21:20 GMT-0600 (Central Standard Time),-1,3,1,1,0.916666667,1,0.960828148,0.916666667
line,none,trend,3,0.5,-1,0.25,5a9743c835237b00011276d7,28,,7926,Thu Feb 28 2019 12:21:29 GMT-0600 (Central Standard Time),-1,3,1,1,0.833333333,1,0.931152874,0.833333333
line,none,values,3,0.5,-1,0.125,5a9743c835237b00011276d7,29,,15406,Thu Feb 28 2019 12:21:46 GMT-0600 (Central Standard Time),-1,2,1,1,0.916666667,1,0.962370276,0.916666667
bar,none,values,3,0,1,0.125,5a9743c835237b00011276d7,30,,7648,Thu Feb 28 2019 12:21:55 GMT-0600 (Central Standard Time),1,3,1,0.55,0.633333333,0.55,0.59307799,0.633333333
line,none,trend,3,0,1,0.125,5a9743c835237b00011276d7,31,,6423,Thu Feb 28 2019 12:22:03 GMT-0600 (Central Standard Time),1,2,1,0.55,0.633333333,0.55,0.582244075,0.633333333
line,none,values,2,0,1,0.25,5a9743c835237b00011276d7,32,,8290,Thu Feb 28 2019 12:22:12 GMT-0600 (Central Standard Time),1,3,1,0.55,0.675,0.55,0.675,
bar,none,values,2,0.25,-1,0.25,5a9743c835237b00011276d7,33,,7343,Thu Feb 28 2019 12:22:21 GMT-0600 (Central Standard Time),-1,3,1,1,0.875,1,0.875,
line,none,values,3,0.25,1,0.125,5a9743c835237b00011276d7,34,,10372,Thu Feb 28 2019 12:22:32 GMT-0600 (Central Standard Time),1,3,1,0.55,0.633333333,0.55,0.596084648,0.633333333
bar,none,values,2,0.5,-1,0.25,5a9743c835237b00011276d7,35,,6637,Thu Feb 28 2019 12:22:40 GMT-0600 (Central Standard Time),-1,3,1,1,0.875,1,0.875,
bar,none,values,2,0.5,-1,0.125,5a9743c835237b00011276d7,36,,6913,Thu Feb 28 2019 12:22:48 GMT-0600 (Central Standard Time),-1,2,1,1,0.9375,1,0.9375,
bar,none,trend,2,0,-1,0.125,5a9743c835237b00011276d7,37,,5904,Thu Feb 28 2019 12:22:55 GMT-0600 (Central Standard Time),-1,2,1,1,0.9375,1,0.9375,
bar,none,trend,2,0,1,0.25,5a9743c835237b00011276d7,38,,5867,Thu Feb 28 2019 12:23:02 GMT-0600 (Central Standard Time),1,3,1,0.55,0.675,0.55,0.675,
bar,none,trend,2,0.25,1,0.25,5a9743c835237b00011276d7,39,,5925,Thu Feb 28 2019 12:23:09 GMT-0600 (Central Standard Time),1,3,1,0.55,0.675,0.55,0.675,
line,none,trend,2,0.5,-1,0.125,5a9743c835237b00011276d7,40,,7979,Thu Feb 28 2019 12:23:19 GMT-0600 (Central Standard Time),-1,3,1,1,0.9375,1,0.9375,
line,none,values,2,0,1,0.125,5a9743c835237b00011276d7,41,,8614,Thu Feb 28 2019 12:23:28 GMT-0600 (Central Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
line,none,trend,3,0.25,-1,0.25,5a9743c835237b00011276d7,42,,9010,Thu Feb 28 2019 12:23:39 GMT-0600 (Central Standard Time),-1,3,1,1,0.833333333,1,0.925395872,0.833333333
line,none,values,2,0.5,1,0.125,5a9743c835237b00011276d7,43,,5836,Thu Feb 28 2019 12:23:45 GMT-0600 (Central Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,values,3,0.25,1,0.25,5a9743c835237b00011276d7,44,,5779,Thu Feb 28 2019 12:23:52 GMT-0600 (Central Standard Time),1,4,1,0.55,0.716666667,0.55,0.648306453,0.716666667
bar,none,trend,3,0.5,-1,0.125,5a9743c835237b00011276d7,45,,7966,Thu Feb 28 2019 12:24:01 GMT-0600 (Central Standard Time),-1,3,1,1,0.916666667,1,0.964460108,0.916666667
bar,none,values,3,0,1,0.25,5a9743c835237b00011276d7,46,,7319,Thu Feb 28 2019 12:24:10 GMT-0600 (Central Standard Time),1,3,1,0.55,0.716666667,0.55,0.622097628,0.716666667
bar,none,values,3,0.25,1,0.125,5a9743c835237b00011276d7,47,,8695,Thu Feb 28 2019 12:24:19 GMT-0600 (Central Standard Time),1,2,1,0.55,0.633333333,0.55,0.584235341,0.633333333
bar,none,values,2,0.25,-1,0.125,5a9743c835237b00011276d7,48,,7189,Thu Feb 28 2019 12:24:33 GMT-0600 (Central Standard Time),-1,2,1,1,0.9375,1,0.9375,
line,none,values,2,0.25,1,0.125,5a9743c835237b00011276d7,49,,9939,Thu Feb 28 2019 12:24:44 GMT-0600 (Central Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
line,none,trend,3,0.5,-1,0.125,5a9743c835237b00011276d7,50,,8318,Thu Feb 28 2019 12:24:53 GMT-0600 (Central Standard Time),-1,3,1,1,0.916666667,1,0.961661825,0.916666667
line,none,trend,2,0.5,-1,0.25,5a9743c835237b00011276d7,51,,5511,Thu Feb 28 2019 12:24:59 GMT-0600 (Central Standard Time),-1,3,1,1,0.875,1,0.875,
line,none,values,2,0.25,1,0.25,5a9743c835237b00011276d7,52,,6319,Thu Feb 28 2019 12:25:07 GMT-0600 (Central Standard Time),1,3,1,0.55,0.675,0.55,0.675,
line,none,trend,2,0,1,0.125,5a9743c835237b00011276d7,53,,6601,Thu Feb 28 2019 12:25:14 GMT-0600 (Central Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,none,values,3,0.5,-1,0.25,5a9743c835237b00011276d7,54,,7173,Thu Feb 28 2019 12:25:22 GMT-0600 (Central Standard Time),-1,3,1,1,0.833333333,1,0.90358619,0.833333333
line,none,values,3,0,-1,0.125,5a9743c835237b00011276d7,55,,8724,Thu Feb 28 2019 12:25:32 GMT-0600 (Central Standard Time),-1,2,1,1,0.916666667,1,0.96595632,0.916666667
bar,none,trend,3,0.25,-1,0.25,5a9743c835237b00011276d7,56,,8044,Thu Feb 28 2019 12:25:41 GMT-0600 (Central Standard Time),-1,3,1,1,0.833333333,1,0.912180618,0.833333333
bar,none,values,3,0.5,-1,0.125,5ab476361204f90001c96d87,1,1,17097,Thu Feb 28 2019 11:11:19 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.916666667,1,0.949254143,0.916666667
line,none,trend,3,0,-1,0.25,5ab476361204f90001c96d87,2,1,9999,Thu Feb 28 2019 11:12:45 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.833333333,1,0.906741388,0.833333333
bar,none,trend,2,0,-1,0.125,5ab476361204f90001c96d87,3,1,21328,Thu Feb 28 2019 11:13:28 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.9375,1,0.9375,
line,none,values,2,0.5,1,0.125,5ab476361204f90001c96d87,4,1,13417,Thu Feb 28 2019 11:13:44 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.6125,0.55,0.6125,
line,none,values,2,0.5,1,0.25,5ab476361204f90001c96d87,5,1,8982,Thu Feb 28 2019 11:13:59 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.675,0.55,0.675,
line,none,values,2,0.5,1,0.25,5ab476361204f90001c96d87,6,1,20101,Thu Feb 28 2019 11:14:24 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0,-1,0.125,5ab476361204f90001c96d87,7,1,7849,Thu Feb 28 2019 11:14:37 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.916666667,1,0.960858384,0.916666667
line,none,trend,2,0,1,0.25,5ab476361204f90001c96d87,8,1,11425,Thu Feb 28 2019 11:15:46 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,values,2,0.5,1,0.125,5ab476361204f90001c96d87,9,,13108,Thu Feb 28 2019 11:16:03 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,trend,2,0.5,1,0.25,5ab476361204f90001c96d87,10,,10601,Thu Feb 28 2019 11:16:16 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0.5,1,0.125,5ab476361204f90001c96d87,11,,6501,Thu Feb 28 2019 11:16:27 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.633333333,0.55,0.591802787,0.633333333
bar,none,trend,2,0.25,-1,0.125,5ab476361204f90001c96d87,12,,6285,Thu Feb 28 2019 11:16:36 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.9375,1,0.9375,
line,none,values,2,0,1,0.125,5ab476361204f90001c96d87,13,,7555,Thu Feb 28 2019 11:16:48 GMT-0700 (Mountain Standard Time),1,1,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,2,0,1,0.25,5ab476361204f90001c96d87,14,,10980,Thu Feb 28 2019 11:17:02 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0.25,1,0.25,5ab476361204f90001c96d87,15,,7943,Thu Feb 28 2019 11:17:13 GMT-0700 (Mountain Standard Time),1,5,1,0.55,0.716666667,0.55,0.629404106,0.716666667
line,none,values,3,0.25,1,0.25,5ab476361204f90001c96d87,16,,16192,Thu Feb 28 2019 11:17:37 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.716666667,0.55,0.62103292,0.716666667
line,none,values,3,0.5,1,0.25,5ab476361204f90001c96d87,17,,18157,Thu Feb 28 2019 11:18:09 GMT-0700 (Mountain Standard Time),1,5,1,0.55,0.716666667,0.55,0.622130732,0.716666667
bar,none,values,3,0,-1,0.25,5ab476361204f90001c96d87,18,,6395,Thu Feb 28 2019 11:19:10 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.833333333,1,0.918858179,0.833333333
line,none,trend,3,0.5,-1,0.125,5ab476361204f90001c96d87,19,,5515,Thu Feb 28 2019 11:19:21 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.916666667,1,0.968627519,0.916666667
line,none,trend,3,0.25,1,0.25,5ab476361204f90001c96d87,20,,4892,Thu Feb 28 2019 11:19:28 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.716666667,0.55,0.622546815,0.716666667
line,none,values,3,0.25,1,0.125,5ab476361204f90001c96d87,21,,4981,Thu Feb 28 2019 11:19:35 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.633333333,0.55,0.596216927,0.633333333
line,none,trend,3,0,-1,0.125,5ab476361204f90001c96d87,22,,5489,Thu Feb 28 2019 11:19:43 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.916666667,1,0.957358673,0.916666667
line,none,values,2,0.5,1,0.25,5ab476361204f90001c96d87,23,,5524,Thu Feb 28 2019 11:19:52 GMT-0700 (Mountain Standard Time),1,5,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0.25,-1,0.125,5ab476361204f90001c96d87,24,,4086,Thu Feb 28 2019 11:19:59 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.916666667,1,0.949277347,0.916666667
line,none,values,3,0,-1,0.125,5ab476361204f90001c96d87,25,,6060,Thu Feb 28 2019 11:20:08 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.916666667,1,0.966767523,0.916666667
line,none,values,2,0.25,-1,0.125,5ab476361204f90001c96d87,26,,5514,Thu Feb 28 2019 11:20:21 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.9375,1,0.9375,
line,none,trend,2,0.25,-1,0.125,5ab476361204f90001c96d87,27,,4233,Thu Feb 28 2019 11:20:27 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.9375,1,0.9375,
line,none,trend,3,0.5,-1,0.25,5ab476361204f90001c96d87,28,,10627,Thu Feb 28 2019 11:20:38 GMT-0700 (Mountain Standard Time),-1,4,1,1,0.833333333,1,0.927544822,0.833333333
line,none,trend,2,0,-1,0.125,5ab476361204f90001c96d87,29,,6390,Thu Feb 28 2019 11:20:49 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.9375,1,0.9375,
bar,none,values,2,0.25,1,0.125,5ab476361204f90001c96d87,30,,4625,Thu Feb 28 2019 11:20:57 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,values,2,0,-1,0.125,5ab476361204f90001c96d87,31,,9528,Thu Feb 28 2019 11:21:09 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.9375,1,0.9375,
line,none,values,2,0,-1,0.25,5ab476361204f90001c96d87,32,,5561,Thu Feb 28 2019 11:21:16 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.875,1,0.875,
line,none,trend,2,0.25,1,0.25,5ab476361204f90001c96d87,33,,5916,Thu Feb 28 2019 11:21:25 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.675,0.55,0.675,
line,none,values,3,0.5,1,0.125,5ab476361204f90001c96d87,34,,6780,Thu Feb 28 2019 11:21:33 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.633333333,0.55,0.58900858,0.633333333
bar,none,trend,2,0.25,-1,0.25,5ab476361204f90001c96d87,35,,5090,Thu Feb 28 2019 11:21:39 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.875,1,0.875,
bar,none,values,2,0.25,-1,0.25,5ab476361204f90001c96d87,36,,5804,Thu Feb 28 2019 11:21:49 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.875,1,0.875,
bar,none,values,3,0,1,0.125,5ab476361204f90001c96d87,37,,3256,Thu Feb 28 2019 11:21:54 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.633333333,0.55,0.594172573,0.633333333
line,none,trend,3,0,-1,0.25,5ab476361204f90001c96d87,38,,3610,Thu Feb 28 2019 11:21:59 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.833333333,1,0.924544609,0.833333333
bar,none,values,3,0.5,1,0.25,5ab476361204f90001c96d87,39,,3576,Thu Feb 28 2019 11:22:03 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.716666667,0.55,0.643689714,0.716666667
line,none,values,3,0,-1,0.25,5ab476361204f90001c96d87,40,,3185,Thu Feb 28 2019 11:22:07 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.833333333,1,0.916088836,0.833333333
bar,none,values,3,0.5,-1,0.125,5ab476361204f90001c96d87,41,,4288,Thu Feb 28 2019 11:22:12 GMT-0700 (Mountain Standard Time),-1,4,1,1,0.916666667,1,0.955054257,0.916666667
line,none,values,2,0.25,1,0.25,5ab476361204f90001c96d87,42,,6294,Thu Feb 28 2019 11:22:20 GMT-0700 (Mountain Standard Time),1,5,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0.25,-1,0.25,5ab476361204f90001c96d87,43,,6977,Thu Feb 28 2019 11:22:29 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.833333333,1,0.926180841,0.833333333
bar,none,values,2,0.5,-1,0.25,5ab476361204f90001c96d87,44,,7100,Thu Feb 28 2019 11:22:38 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.875,1,0.875,
bar,none,trend,3,0.25,-1,0.125,5ab476361204f90001c96d87,45,,5942,Thu Feb 28 2019 11:22:49 GMT-0700 (Mountain Standard Time),-1,4,1,1,0.916666667,1,0.951394381,0.916666667
bar,none,trend,2,0.5,1,0.25,5ab476361204f90001c96d87,46,,4660,Thu Feb 28 2019 11:22:55 GMT-0700 (Mountain Standard Time),1,5,1,0.55,0.675,0.55,0.675,
line,none,trend,2,0,1,0.25,5ab476361204f90001c96d87,47,,5977,Thu Feb 28 2019 11:23:02 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.675,0.55,0.675,
line,none,values,2,0.5,1,0.125,5ab476361204f90001c96d87,48,,8024,Thu Feb 28 2019 11:23:12 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0.5,-1,0.25,5ab476361204f90001c96d87,49,,6413,Thu Feb 28 2019 11:23:22 GMT-0700 (Mountain Standard Time),-1,4,1,1,0.833333333,1,0.931938106,0.833333333
bar,none,trend,3,0,-1,0.125,5ab476361204f90001c96d87,50,,3510,Thu Feb 28 2019 11:23:27 GMT-0700 (Mountain Standard Time),-1,1,1,1,0.916666667,1,0.968611122,0.916666667
line,none,trend,3,0.25,-1,0.125,5ab476361204f90001c96d87,51,,4366,Thu Feb 28 2019 11:23:34 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.916666667,1,0.95475121,0.916666667
bar,none,trend,3,0,-1,0.25,5ab476361204f90001c96d87,52,,5769,Thu Feb 28 2019 11:23:41 GMT-0700 (Mountain Standard Time),-1,4,1,1,0.833333333,1,0.915669731,0.833333333
line,none,trend,2,0.5,-1,0.125,5ab476361204f90001c96d87,53,,3635,Thu Feb 28 2019 11:23:47 GMT-0700 (Mountain Standard Time),-1,2,1,1,0.9375,1,0.9375,
bar,none,trend,2,0.5,-1,0.125,5ab476361204f90001c96d87,54,,5062,Thu Feb 28 2019 11:23:55 GMT-0700 (Mountain Standard Time),-1,3,1,1,0.9375,1,0.9375,
bar,none,trend,2,0,1,0.125,5ab476361204f90001c96d87,55,,4863,Thu Feb 28 2019 11:24:02 GMT-0700 (Mountain Standard Time),1,4,1,0.55,0.6125,0.55,0.6125,
bar,none,values,2,0,1,0.25,5ab476361204f90001c96d87,56,,9085,Thu Feb 28 2019 11:24:14 GMT-0700 (Mountain Standard Time),1,3,1,0.55,0.675,0.55,0.675,
line,none,values,3,0.5,-1,0.125,5aed18cf026e1300018199b3,1,1,34294,Thu Feb 28 2019 13:05:52 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.916666667,1,0.952892937,0.916666667
line,none,trend,2,0,-1,0.125,5aed18cf026e1300018199b3,2,1,10462,Thu Feb 28 2019 13:06:06 GMT-0500 (Eastern Standard Time),-1,1,1,1,0.9375,1,0.9375,
line,none,values,3,0,-1,0.25,5aed18cf026e1300018199b3,3,1,11124,Thu Feb 28 2019 13:06:19 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.833333333,1,0.935671478,0.833333333
line,none,trend,2,0.5,-1,0.125,5aed18cf026e1300018199b3,4,1,7726,Thu Feb 28 2019 13:06:28 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.9375,1,0.9375,
line,none,values,3,0,1,0.25,5aed18cf026e1300018199b3,5,1,11015,Thu Feb 28 2019 13:06:41 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.716666667,0.55,0.633286448,0.716666667
bar,none,trend,2,0.5,1,0.25,5aed18cf026e1300018199b3,6,1,11538,Thu Feb 28 2019 13:06:53 GMT-0500 (Eastern Standard Time),1,4,1,0.55,0.675,0.55,0.675,
line,none,trend,3,0.5,-1,0.25,5aed18cf026e1300018199b3,7,1,10882,Thu Feb 28 2019 13:07:05 GMT-0500 (Eastern Standard Time),-1,4,1,1,0.833333333,1,0.908491007,0.833333333
bar,none,values,3,0,-1,0.125,5aed18cf026e1300018199b3,8,1,11451,Thu Feb 28 2019 13:07:18 GMT-0500 (Eastern Standard Time),-1,2,1,1,0.916666667,1,0.95104161,0.916666667
line,none,trend,2,0.25,1,0.125,5aed18cf026e1300018199b3,9,,8274,Thu Feb 28 2019 13:07:27 GMT-0500 (Eastern Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
line,none,trend,2,0.25,1,0.25,5aed18cf026e1300018199b3,10,,7491,Thu Feb 28 2019 13:07:36 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.675,0.55,0.675,
bar,none,trend,2,0.5,-1,0.25,5aed18cf026e1300018199b3,11,,8820,Thu Feb 28 2019 13:07:46 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.875,1,0.875,
bar,none,values,3,0,-1,0.25,5aed18cf026e1300018199b3,12,,8578,Thu Feb 28 2019 13:07:56 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.833333333,1,0.924103603,0.833333333
line,none,trend,2,0.5,1,0.125,5aed18cf026e1300018199b3,13,,6242,Thu Feb 28 2019 13:08:03 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0,1,0.125,5aed18cf026e1300018199b3,14,,5992,Thu Feb 28 2019 13:08:10 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.633333333,0.55,0.601286636,0.633333333
line,none,values,2,0.5,1,0.125,5aed18cf026e1300018199b3,15,,5852,Thu Feb 28 2019 13:08:18 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0.25,-1,0.125,5aed18cf026e1300018199b3,16,,7748,Thu Feb 28 2019 13:08:27 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.916666667,1,0.95442141,0.916666667
bar,none,values,2,0.5,1,0.125,5aed18cf026e1300018199b3,17,,10030,Thu Feb 28 2019 13:08:38 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,values,3,0.25,-1,0.25,5aed18cf026e1300018199b3,18,,7922,Thu Feb 28 2019 13:08:47 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.833333333,1,0.932542639,0.833333333
line,none,values,2,0.5,1,0.25,5aed18cf026e1300018199b3,19,,5954,Thu Feb 28 2019 13:08:54 GMT-0500 (Eastern Standard Time),1,4,1,0.55,0.675,0.55,0.675,
bar,none,trend,3,0.25,-1,0.25,5aed18cf026e1300018199b3,20,,8537,Thu Feb 28 2019 13:09:04 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.833333333,1,0.916642322,0.833333333
bar,none,trend,2,0,-1,0.25,5aed18cf026e1300018199b3,21,,6156,Thu Feb 28 2019 13:09:11 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.875,1,0.875,
line,none,trend,3,0,-1,0.25,5aed18cf026e1300018199b3,22,,4546,Thu Feb 28 2019 13:09:16 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.833333333,1,0.913725206,0.833333333
line,none,values,2,0,1,0.125,5aed18cf026e1300018199b3,23,,11610,Thu Feb 28 2019 13:09:29 GMT-0500 (Eastern Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,none,trend,3,0.5,1,0.125,5aed18cf026e1300018199b3,24,,10390,Thu Feb 28 2019 13:09:40 GMT-0500 (Eastern Standard Time),1,4,1,0.55,0.633333333,0.55,0.590441454,0.633333333
bar,none,values,2,0.25,1,0.25,5aed18cf026e1300018199b3,25,,7443,Thu Feb 28 2019 13:09:49 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.675,0.55,0.675,
bar,none,values,3,0.5,-1,0.25,5aed18cf026e1300018199b3,26,,16164,Thu Feb 28 2019 13:10:06 GMT-0500 (Eastern Standard Time),-1,4,1,1,0.833333333,1,0.933987561,0.833333333
line,none,values,3,0.5,-1,0.125,5aed18cf026e1300018199b3,27,,7234,Thu Feb 28 2019 13:10:14 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.916666667,1,0.952313337,0.916666667
line,none,trend,3,0.5,-1,0.25,5aed18cf026e1300018199b3,28,,7390,Thu Feb 28 2019 13:10:23 GMT-0500 (Eastern Standard Time),-1,4,1,1,0.833333333,1,0.9192171,0.833333333
line,none,values,2,0.25,1,0.125,5aed18cf026e1300018199b3,29,,6976,Thu Feb 28 2019 13:10:31 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,none,values,2,0,1,0.125,5aed18cf026e1300018199b3,30,,6139,Thu Feb 28 2019 13:10:38 GMT-0500 (Eastern Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
line,none,trend,3,0.25,1,0.25,5aed18cf026e1300018199b3,31,,4663,Thu Feb 28 2019 13:10:44 GMT-0500 (Eastern Standard Time),1,4,1,0.55,0.716666667,0.55,0.61311352,0.716666667
line,none,values,3,0,1,0.125,5aed18cf026e1300018199b3,32,,5968,Thu Feb 28 2019 13:10:50 GMT-0500 (Eastern Standard Time),1,2,1,0.55,0.633333333,0.55,0.591241982,0.633333333
bar,none,trend,2,0.25,1,0.25,5aed18cf026e1300018199b3,33,,5570,Thu Feb 28 2019 13:10:57 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.675,0.55,0.675,
bar,none,trend,2,0.25,1,0.125,5aed18cf026e1300018199b3,34,,4804,Thu Feb 28 2019 13:11:02 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
line,none,values,3,0,-1,0.25,5aed18cf026e1300018199b3,35,,5484,Thu Feb 28 2019 13:11:09 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.833333333,1,0.934034632,0.833333333
line,none,trend,3,0,1,0.125,5aed18cf026e1300018199b3,36,,5282,Thu Feb 28 2019 13:11:15 GMT-0500 (Eastern Standard Time),1,2,1,0.55,0.633333333,0.55,0.589756996,0.633333333
line,none,values,2,0,-1,0.25,5aed18cf026e1300018199b3,37,,5118,Thu Feb 28 2019 13:11:21 GMT-0500 (Eastern Standard Time),-1,2,1,1,0.875,1,0.875,
line,none,values,3,0.5,1,0.25,5aed18cf026e1300018199b3,38,,5911,Thu Feb 28 2019 13:11:28 GMT-0500 (Eastern Standard Time),1,4,1,0.55,0.716666667,0.55,0.634047112,0.716666667
bar,none,trend,3,0.5,1,0.25,5aed18cf026e1300018199b3,39,,8578,Thu Feb 28 2019 13:11:37 GMT-0500 (Eastern Standard Time),1,4,1,0.55,0.716666667,0.55,0.652875604,0.716666667
line,none,trend,3,0.25,1,0.125,5aed18cf026e1300018199b3,40,,5298,Thu Feb 28 2019 13:11:44 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.633333333,0.55,0.595054944,0.633333333
line,none,trend,2,0,1,0.125,5aed18cf026e1300018199b3,41,,3758,Thu Feb 28 2019 13:11:48 GMT-0500 (Eastern Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,none,values,3,0.5,1,0.125,5aed18cf026e1300018199b3,42,,11070,Thu Feb 28 2019 13:12:00 GMT-0500 (Eastern Standard Time),1,4,1,0.55,0.633333333,0.55,0.600883465,0.633333333
line,none,values,3,0.25,1,0.125,5aed18cf026e1300018199b3,43,,7650,Thu Feb 28 2019 13:12:09 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.633333333,0.55,0.586111188,0.633333333
bar,none,trend,2,0.5,-1,0.125,5aed18cf026e1300018199b3,44,,5435,Thu Feb 28 2019 13:12:15 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.9375,1,0.9375,
bar,none,values,2,0.5,-1,0.25,5aed18cf026e1300018199b3,45,,8054,Thu Feb 28 2019 13:12:24 GMT-0500 (Eastern Standard Time),-1,4,1,1,0.875,1,0.875,
bar,none,values,2,0.25,-1,0.125,5aed18cf026e1300018199b3,46,,6476,Thu Feb 28 2019 13:12:32 GMT-0500 (Eastern Standard Time),-1,2,1,1,0.9375,1,0.9375,
line,none,trend,2,0.5,-1,0.25,5aed18cf026e1300018199b3,47,,8655,Thu Feb 28 2019 13:12:41 GMT-0500 (Eastern Standard Time),-1,4,1,1,0.875,1,0.875,
bar,none,values,3,0,-1,0.125,5aed18cf026e1300018199b3,48,,19710,Thu Feb 28 2019 13:13:02 GMT-0500 (Eastern Standard Time),-1,3,1,1,0.916666667,1,0.953124276,0.916666667
bar,none,trend,3,0,-1,0.25,5aed18cf026e1300018199b3,49,,7398,Thu Feb 28 2019 13:13:10 GMT-0500 (Eastern Standard Time),-1,2,1,1,0.833333333,1,0.90254207,0.833333333
bar,none,values,3,0.25,1,0.125,5aed18cf026e1300018199b3,50,,8256,Thu Feb 28 2019 13:13:20 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.633333333,0.55,0.596465405,0.633333333
bar,none,trend,2,0,1,0.125,5aed18cf026e1300018199b3,51,,5140,Thu Feb 28 2019 13:13:26 GMT-0500 (Eastern Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
